,El-array,xA (m),xB (m),xM (m),xN (m),Global xA (m),Global xB (m),Global xM (m),Global xN (m),Rho (Ohm.m),Dev. M,Dev. Rho (%),M (mV/V),SP (mV),VMN (mV),IAB (mA),TX RX,Time (ms),Coef. k (m),Dev. coef. k (%),Metal factor,yA (m),yB (m),yM (m),yN (m),Global yA (m),Global yB (m),Global yM (m),Global yN (m),zA (m),zB (m),zM (m),zN (m),Global zA (m),Global zB (m),Global zM (m),Global zN (m),N° electrode A,N° electrode B,N° electrode M,N° electrode N,Depth A (m),Depth B (m),Depth M (m),Depth N (m),Water Depth,Water resitivity,Rising PP,M1 (mV/V),M2 (mV/V),M3 (mV/V),M4 (mV/V),M5 (mV/V),M6 (mV/V),M7 (mV/V),M8 (mV/V),M9 (mV/V),M10 (mV/V),M11 (mV/V),M12 (mV/V),M13 (mV/V),M14 (mV/V),M15 (mV/V),M16 (mV/V),M17 (mV/V),M18 (mV/V),M19 (mV/V),M20 (mV/V),Mdly (ms),TM1 (ms),TM2 (ms),TM3 (ms),TM4 (ms),TM5 (ms),TM6 (ms),TM7 (ms),TM8 (ms),TM9 (ms),TM10 (ms),TM11 (ms),TM12 (ms),TM13 (ms),TM14 (ms),TM15 (ms),TM16 (ms),TM17 (ms),TM18 (ms),TM19 (ms),TM20 (ms),Stack,Rs-Check,Vab (V),Pab (W),Rab (kOhm),Latitude,Longitude,UTM (WSG84),Name,Channel,Overload,Tx-Bat (V),Tx Temp. (°C),Rx-Bat (V),Rx Temp. (°C),Date,Gapfiller,Synch,Continuous survey marker,Cole Tau,Cole M,Cole rms
,Mixed / non conventional,20.00,23.00,21.00,22.00,20.00,23.00,21.00,22.00,11.60,30.09,4.20,-6.00,-87.98,49.102,26.590,tx rx 50%,500,6.28,400.000,-516.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,24,22,23,0.00,0.00,0.00,0.00,0.00,0.00,false,11.35,-10.32,-6.12,-7.07,-7.28,-7.15,-7.13,-7.09,-7.03,-6.97,-6.89,-6.82,-6.75,-6.67,-6.59,-6.54,-6.47,-6.38,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,6,0,0.244,00.000000,00.000000,,0:/DATA/Slb_24All_Mar.rpp,1,0,13.30,22.0,15.93,37.6,3/9/2025 5:24:58 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,0.00,5.00,2.00,3.00,0.00,5.00,2.00,3.00,6.77,0.01,0.00,3.14,27.82,48.751,135.719,tx rx 50%,500,18.85,300.000,463.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,6,3,4,0.00,0.00,0.00,0.00,0.00,0.00,false,24.63,0.86,4.61,3.16,2.57,2.45,2.21,2.02,1.85,1.70,1.58,1.48,1.40,1.31,1.25,1.18,1.12,1.06,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,36,5,0.265,00.000000,00.000000,,0:/DATA/Slb_24All_Mar.rpp,1,0,13.30,22.0,15.92,37.6,3/9/2025 5:25:05 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,0.00,5.00,1.00,4.00,0.00,5.00,1.00,4.00,8.79,0.01,0.01,2.84,31.81,284.708,135.719,tx rx 50%,500,4.19,266.667,322.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,6,2,5,0.00,0.00,0.00,0.00,0.00,0.00,false,23.79,0.28,4.10,2.72,2.19,2.10,1.90,1.73,1.60,1.49,1.39,1.30,1.22,1.15,1.10,1.04,0.99,0.94,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,36,5,0.265,00.000000,00.000000,,0:/DATA/Slb_24All_Mar.rpp,3,0,13.30,22.0,15.92,37.6,3/9/2025 5:25:05 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,1.00,6.00,3.00,4.00,1.00,6.00,3.00,4.00,4.10,0.01,0.01,2.67,-12.65,49.199,226.101,tx rx 50%,500,18.85,300.000,651.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,7,4,5,0.00,0.00,0.00,0.00,0.00,0.00,false,23.28,-0.24,3.79,2.48,2.00,1.96,1.77,1.61,1.49,1.39,1.30,1.21,1.14,1.09,1.04,0.98,0.93,0.89,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,43,10,0.190,00.000000,00.000000,,0:/DATA/Slb_24All_Mar.rpp,1,0,13.28,22.0,15.92,37.6,3/9/2025 5:25:10 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,1.00,6.00,2.00,5.00,1.00,6.00,2.00,5.00,6.08,3.82,0.52,2.48,-172.10,328.334,226.101,tx rx 50%,500,4.19,266.667,408.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,7,3,6,0.00,0.00,0.00,0.00,0.00,0.00,false,24.60,0.49,4.11,2.56,1.91,1.75,1.49,1.27,1.11,0.97,0.84,0.74,0.64,0.56,0.49,0.43,0.38,0.34,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,43,10,0.190,00.000000,00.000000,,0:/DATA/Slb_24All_Mar.rpp,3,0,13.28,22.0,15.92,37.6,3/9/2025 5:25:10 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,2.00,7.00,4.00,5.00,2.00,7.00,4.00,5.00,5.14,2.29,0.28,2.98,-140.92,47.907,175.567,tx rx 50%,500,18.85,300.000,578.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,8,5,6,0.00,0.00,0.00,0.00,0.00,0.00,false,24.57,0.61,4.43,2.98,2.39,2.27,2.06,1.86,1.69,1.56,1.45,1.34,1.24,1.16,1.08,1.02,0.96,0.91,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,29,5,0.163,00.000000,00.000000,,0:/DATA/Slb_24All_Mar.rpp,1,0,13.30,23.0,15.91,37.6,3/9/2025 5:25:17 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,2.00,7.00,3.00,6.00,2.00,7.00,3.00,6.00,4.58,3.16,0.39,2.86,-148.79,191.788,175.567,tx rx 50%,500,4.19,266.667,624.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,8,4,7,0.00,0.00,0.00,0.00,0.00,0.00,false,24.59,0.66,4.43,2.95,2.34,2.19,1.94,1.72,1.55,1.41,1.28,1.16,1.06,0.97,0.89,0.83,0.77,0.71,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,29,5,0.163,00.000000,00.000000,,0:/DATA/Slb_24All_Mar.rpp,3,0,13.30,23.0,15.91,37.6,3/9/2025 5:25:17 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,3.00,8.00,5.00,6.00,3.00,8.00,5.00,6.00,5.93,1.12,0.25,3.20,23.11,41.963,133.427,tx rx 50%,500,18.85,300.000,540.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,9,6,7,0.00,0.00,0.00,0.00,0.00,0.00,false,24.51,1.08,4.72,3.27,2.68,2.54,2.30,2.10,1.94,1.78,1.66,1.56,1.45,1.35,1.27,1.21,1.15,1.10,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,11,1,0.081,00.000000,00.000000,,0:/DATA/Slb_24All_Mar.rpp,1,0,13.31,23.0,15.91,37.6,3/9/2025 5:25:24 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,3.00,8.00,4.00,7.00,3.00,8.00,4.00,7.00,4.95,5.33,0.85,2.11,-166.80,157.811,133.427,tx rx 50%,500,4.19,266.667,426.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,9,5,8,0.00,0.00,0.00,0.00,0.00,0.00,false,23.08,-0.27,3.47,2.07,1.51,1.40,1.18,1.00,0.86,0.73,0.62,0.54,0.46,0.39,0.32,0.27,0.21,0.17,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,11,1,0.081,00.000000,00.000000,,0:/DATA/Slb_24All_Mar.rpp,3,0,13.31,23.0,15.91,37.6,3/9/2025 5:25:24 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,4.00,9.00,6.00,7.00,4.00,9.00,6.00,7.00,5.38,1.70,0.38,5.59,-41.11,37.916,132.871,tx rx 50%,500,18.85,300.000,1038.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,10,7,8,0.00,0.00,0.00,0.00,0.00,0.00,false,27.70,4.34,7.73,6.17,5.45,5.20,4.86,4.57,4.31,4.06,3.85,3.67,3.48,3.30,3.16,3.03,2.91,2.80,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,7,1,0.052,00.000000,00.000000,,0:/DATA/Slb_24All_Mar.rpp,1,0,13.31,23.0,15.91,37.6,3/9/2025 5:25:31 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,4.00,9.00,5.00,8.00,4.00,9.00,5.00,8.00,5.04,8.26,1.37,3.37,-142.29,159.831,132.871,tx rx 50%,500,4.19,266.667,668.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,10,6,9,0.00,0.00,0.00,0.00,0.00,0.00,false,25.24,1.81,5.25,3.72,3.05,2.83,2.54,2.28,2.06,1.86,1.69,1.53,1.40,1.28,1.16,1.07,0.98,0.91,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,7,1,0.052,00.000000,00.000000,,0:/DATA/Slb_24All_Mar.rpp,3,0,13.31,23.0,15.91,37.6,3/9/2025 5:25:31 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,5.00,10.00,7.00,8.00,5.00,10.00,7.00,8.00,6.18,2.72,0.59,3.31,-87.44,35.016,106.817,tx rx 50%,500,18.85,300.000,535.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,11,8,9,0.00,0.00,0.00,0.00,0.00,0.00,false,22.74,1.78,4.93,3.55,2.97,2.79,2.53,2.29,2.12,1.97,1.82,1.70,1.60,1.51,1.43,1.35,1.27,1.20,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,5,1,0.044,00.000000,00.000000,,0:/DATA/Slb_24All_Mar.rpp,1,0,13.31,23.0,15.91,37.6,3/9/2025 5:25:38 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,5.00,10.00,6.00,9.00,5.00,10.00,6.00,9.00,4.81,10.90,1.45,-10.75,552.38,122.699,106.817,tx rx 50%,500,4.19,266.667,-2233.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,11,7,10,0.00,0.00,0.00,0.00,0.00,0.00,false,-2.83,-20.37,-14.54,-14.14,-13.34,-12.40,-11.74,-11.18,-10.71,-10.31,-9.94,-9.61,-9.31,-9.04,-8.80,-8.58,-8.39,-8.20,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,5,1,0.044,00.000000,00.000000,,0:/DATA/Slb_24All_Mar.rpp,3,0,13.31,23.0,15.91,37.6,3/9/2025 5:25:38 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,6.00,11.00,8.00,9.00,6.00,11.00,8.00,9.00,5.93,5.36,0.57,-30.80,738.96,34.937,111.105,tx rx 50%,500,18.85,300.000,-5196.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,12,9,10,0.00,0.00,0.00,0.00,0.00,0.00,false,-45.01,-57.17,-45.59,-41.77,-38.23,-35.03,-32.47,-30.30,-28.45,-26.84,-25.40,-24.11,-22.97,-21.94,-20.98,-20.13,-19.35,-18.65,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,6,1,0.055,00.000000,00.000000,,0:/DATA/Slb_24All_Mar.rpp,1,0,13.30,23.0,15.91,37.6,3/9/2025 5:25:45 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,6.00,11.00,7.00,10.00,6.00,11.00,7.00,10.00,6.20,3.87,0.80,-0.95,-32.89,164.554,111.105,tx rx 50%,500,4.19,266.667,-153.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,12,8,11,0.00,0.00,0.00,0.00,0.00,0.00,false,17.84,-4.46,-0.47,-1.61,-1.97,-1.92,-1.98,-2.03,-2.05,-2.06,-2.07,-2.07,-2.07,-2.06,-2.05,-2.05,-2.04,-2.03,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,6,1,0.055,00.000000,00.000000,,0:/DATA/Slb_24All_Mar.rpp,3,0,13.30,23.0,15.91,37.6,3/9/2025 5:25:45 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,7.00,12.00,9.00,10.00,7.00,12.00,9.00,10.00,9.75,0.85,0.32,23.50,-704.62,40.220,77.786,tx rx 50%,500,18.85,300.000,2411.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,13,10,11,0.00,0.00,0.00,0.00,0.00,0.00,false,63.04,36.59,35.07,30.61,27.55,25.35,23.39,21.71,20.31,19.05,17.92,16.93,16.05,15.25,14.50,13.83,13.23,12.66,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,5,0,0.062,00.000000,00.000000,,0:/DATA/Slb_24All_Mar.rpp,1,0,13.31,23.0,15.91,37.6,3/9/2025 5:25:52 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,7.00,12.00,8.00,11.00,7.00,12.00,8.00,11.00,6.61,9.58,1.70,11.39,515.30,122.828,77.786,tx rx 50%,500,4.19,266.667,1721.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,13,9,12,0.00,0.00,0.00,0.00,0.00,0.00,false,36.31,14.20,15.98,13.72,12.38,11.59,10.83,10.18,9.62,9.14,8.72,8.35,8.01,7.71,7.43,7.16,6.94,6.76,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,5,0,0.062,00.000000,00.000000,,0:/DATA/Slb_24All_Mar.rpp,3,0,13.31,23.0,15.91,37.6,3/9/2025 5:25:52 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,8.00,13.00,10.00,11.00,8.00,13.00,10.00,11.00,7.64,10.84,1.56,24.16,591.12,34.194,84.384,tx rx 50%,500,18.85,300.000,3163.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,14,11,12,0.00,0.00,0.00,0.00,0.00,0.00,false,60.49,34.39,34.24,30.39,27.74,25.86,24.20,22.73,21.43,20.28,19.28,18.36,17.55,16.82,16.14,15.52,15.00,14.53,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,6,0,0.069,00.000000,00.000000,,0:/DATA/Slb_24All_Mar.rpp,1,0,13.30,23.0,15.91,37.6,3/9/2025 5:25:59 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,8.00,13.00,9.00,12.00,8.00,13.00,9.00,12.00,6.54,7.98,1.27,10.97,-763.66,131.799,84.384,tx rx 50%,500,4.19,266.667,1677.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,14,10,13,0.00,0.00,0.00,0.00,0.00,0.00,false,40.72,15.87,17.11,14.27,12.53,11.43,10.40,9.52,8.78,8.13,7.55,7.04,6.59,6.18,5.81,5.49,5.19,4.92,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,6,0,0.069,00.000000,00.000000,,0:/DATA/Slb_24All_Mar.rpp,3,0,13.30,23.0,15.91,37.6,3/9/2025 5:25:59 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,9.00,14.00,11.00,12.00,9.00,14.00,11.00,12.00,6.08,2.95,0.15,-31.20,-665.57,33.361,103.398,tx rx 50%,500,18.85,300.000,-5130.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,15,12,13,0.00,0.00,0.00,0.00,0.00,0.00,false,-38.08,-54.36,-44.53,-41.66,-38.73,-35.91,-33.63,-31.65,-29.88,-28.30,-26.89,-25.62,-24.48,-23.39,-22.39,-21.49,-20.69,-19.94,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,6,1,0.062,00.000000,00.000000,,0:/DATA/Slb_24All_Mar.rpp,1,0,13.31,23.0,15.91,37.6,3/9/2025 5:26:06 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,9.00,14.00,10.00,13.00,9.00,14.00,10.00,13.00,5.37,5.43,0.83,-2.34,-33.58,132.458,103.398,tx rx 50%,500,4.19,266.667,-436.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,15,11,14,0.00,0.00,0.00,0.00,0.00,0.00,false,15.88,-6.71,-2.36,-3.39,-3.64,-3.49,-3.47,-3.45,-3.40,-3.36,-3.30,-3.24,-3.17,-3.11,-3.06,-3.00,-2.96,-2.93,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,6,1,0.062,00.000000,00.000000,,0:/DATA/Slb_24All_Mar.rpp,3,0,13.31,23.0,15.91,37.6,3/9/2025 5:26:06 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,10.00,15.00,12.00,13.00,10.00,15.00,12.00,13.00,6.82,1.36,0.59,3.67,9.88,39.875,110.258,tx rx 50%,500,18.85,300.000,538.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,16,13,14,0.00,0.00,0.00,0.00,0.00,0.00,false,23.93,1.86,5.26,3.87,3.26,3.11,2.86,2.63,2.45,2.30,2.17,2.06,1.95,1.84,1.75,1.68,1.61,1.54,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,5,1,0.042,00.000000,00.000000,,0:/DATA/Slb_24All_Mar.rpp,1,0,13.31,23.0,15.91,37.6,3/9/2025 5:26:13 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,10.00,15.00,11.00,14.00,10.00,15.00,11.00,14.00,5.43,2.05,0.07,-16.80,-674.88,142.891,110.258,tx rx 50%,500,4.19,266.667,-3094.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,16,12,15,0.00,0.00,0.00,0.00,0.00,0.00,false,-12.62,-30.79,-23.90,-22.82,-21.37,-19.80,-18.58,-17.51,-16.55,-15.69,-14.92,-14.22,-13.59,-13.00,-12.45,-11.95,-11.50,-11.06,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,5,1,0.042,00.000000,00.000000,,0:/DATA/Slb_24All_Mar.rpp,3,0,13.31,23.0,15.91,37.6,3/9/2025 5:26:13 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,11.00,16.00,13.00,14.00,11.00,16.00,13.00,14.00,6.82,0.74,0.22,7.11,4.35,48.858,135.019,tx rx 50%,500,18.85,300.000,1041.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,17,14,15,0.00,0.00,0.00,0.00,0.00,0.00,false,29.98,6.39,9.62,7.92,7.09,6.76,6.37,6.02,5.71,5.44,5.21,4.99,4.81,4.64,4.47,4.32,4.17,4.01,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,6,1,0.047,00.000000,00.000000,,0:/DATA/Slb_24All_Mar.rpp,1,0,13.31,23.0,15.91,37.6,3/9/2025 5:26:20 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,11.00,16.00,12.00,15.00,11.00,16.00,12.00,15.00,5.42,3.99,0.71,8.50,-138.16,174.776,135.019,tx rx 50%,500,4.19,266.667,1566.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,17,13,16,0.00,0.00,0.00,0.00,0.00,0.00,false,32.44,8.35,11.35,9.52,8.61,8.21,7.75,7.35,7.02,6.71,6.44,6.20,5.97,5.77,5.57,5.39,5.22,5.06,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,6,1,0.047,00.000000,00.000000,,0:/DATA/Slb_24All_Mar.rpp,3,0,13.31,23.0,15.91,37.6,3/9/2025 5:26:20 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,12.00,17.00,14.00,15.00,12.00,17.00,14.00,15.00,4.88,1.61,0.39,3.11,-133.97,32.524,125.502,tx rx 50%,500,18.85,300.000,636.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13,18,15,16,0.00,0.00,0.00,0.00,0.00,0.00,false,23.45,0.57,4.38,3.04,2.52,2.43,2.24,2.06,1.93,1.83,1.73,1.63,1.54,1.46,1.39,1.32,1.26,1.21,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,6,1,0.048,00.000000,00.000000,,0:/DATA/Slb_24All_Mar.rpp,1,0,13.31,23.0,15.91,37.6,3/9/2025 5:26:27 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,12.00,17.00,13.00,16.00,12.00,17.00,13.00,16.00,4.59,4.26,0.81,2.81,-55.72,137.479,125.502,tx rx 50%,500,4.19,266.667,611.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13,18,14,17,0.00,0.00,0.00,0.00,0.00,0.00,false,23.55,0.53,4.27,2.88,2.31,2.19,1.94,1.74,1.58,1.44,1.32,1.21,1.11,1.03,0.95,0.89,0.82,0.76,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,6,1,0.048,00.000000,00.000000,,0:/DATA/Slb_24All_Mar.rpp,3,0,13.31,23.0,15.91,37.6,3/9/2025 5:26:27 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,13.00,18.00,15.00,16.00,13.00,18.00,15.00,16.00,4.83,1.11,0.28,3.46,80.53,33.747,131.743,tx rx 50%,500,18.85,300.000,715.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14,19,16,17,0.00,0.00,0.00,0.00,0.00,0.00,false,24.65,1.11,4.92,3.52,2.97,2.85,2.60,2.38,2.21,2.08,1.95,1.83,1.72,1.64,1.55,1.48,1.42,1.35,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,7,1,0.054,00.000000,00.000000,,0:/DATA/Slb_24All_Mar.rpp,1,0,13.30,23.0,15.91,37.6,3/9/2025 5:26:34 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,13.00,18.00,14.00,17.00,13.00,18.00,14.00,17.00,4.11,4.56,0.72,2.02,-29.32,129.111,131.743,tx rx 50%,500,4.19,266.667,491.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14,19,15,18,0.00,0.00,0.00,0.00,0.00,0.00,false,22.57,-0.85,3.12,1.81,1.33,1.28,1.11,0.96,0.84,0.74,0.65,0.57,0.50,0.44,0.39,0.34,0.29,0.25,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,7,1,0.054,00.000000,00.000000,,0:/DATA/Slb_24All_Mar.rpp,3,0,13.30,23.0,15.91,37.6,3/9/2025 5:26:34 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,14.00,19.00,16.00,17.00,14.00,19.00,16.00,17.00,4.54,1.06,0.10,3.87,34.12,49.004,203.332,tx rx 50%,500,18.85,300.000,852.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15,20,17,18,0.00,0.00,0.00,0.00,0.00,0.00,false,25.25,1.49,5.37,3.96,3.38,3.24,3.00,2.80,2.63,2.49,2.37,2.25,2.13,2.03,1.94,1.86,1.80,1.74,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,40,8,0.195,00.000000,00.000000,,0:/DATA/Slb_24All_Mar.rpp,1,0,13.28,23.0,15.91,37.6,3/9/2025 5:26:41 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,14.00,19.00,15.00,18.00,14.00,19.00,15.00,18.00,3.47,3.94,0.45,2.32,10.77,168.650,203.332,tx rx 50%,500,4.19,266.667,667.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15,20,16,19,0.00,0.00,0.00,0.00,0.00,0.00,false,22.82,-0.64,3.41,2.11,1.63,1.58,1.42,1.27,1.15,1.05,0.96,0.88,0.81,0.76,0.70,0.65,0.61,0.57,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,40,8,0.195,00.000000,00.000000,,0:/DATA/Slb_24All_Mar.rpp,3,0,13.28,23.0,15.91,37.6,3/9/2025 5:26:41 PM,0,1,0,0.0,0.00,0.0
