,El-array,xA (m),xB (m),xM (m),xN (m),Global xA (m),Global xB (m),Global xM (m),Global xN (m),Rho (Ohm.m),Dev. M,Dev. Rho (%),M (mV/V),SP (mV),VMN (mV),IAB (mA),TX RX,Time (ms),Coef. k (m),Dev. coef. k (%),Metal factor,yA (m),yB (m),yM (m),yN (m),Global yA (m),Global yB (m),Global yM (m),Global yN (m),zA (m),zB (m),zM (m),zN (m),Global zA (m),Global zB (m),Global zM (m),Global zN (m),N° electrode A,N° electrode B,N° electrode M,N° electrode N,Depth A (m),Depth B (m),Depth M (m),Depth N (m),Water Depth,Water resitivity,Rising PP,M1 (mV/V),M2 (mV/V),M3 (mV/V),M4 (mV/V),M5 (mV/V),M6 (mV/V),M7 (mV/V),M8 (mV/V),M9 (mV/V),M10 (mV/V),M11 (mV/V),M12 (mV/V),M13 (mV/V),M14 (mV/V),M15 (mV/V),M16 (mV/V),M17 (mV/V),M18 (mV/V),M19 (mV/V),M20 (mV/V),Mdly (ms),TM1 (ms),TM2 (ms),TM3 (ms),TM4 (ms),TM5 (ms),TM6 (ms),TM7 (ms),TM8 (ms),TM9 (ms),TM10 (ms),TM11 (ms),TM12 (ms),TM13 (ms),TM14 (ms),TM15 (ms),TM16 (ms),TM17 (ms),TM18 (ms),TM19 (ms),TM20 (ms),Stack,Rs-Check,Vab (V),Pab (W),Rab (kOhm),Latitude,Longitude,UTM (WSG84),Name,Channel,Overload,Tx-Bat (V),Tx Temp. (°C),Rx-Bat (V),Rx Temp. (°C),Date,Gapfiller,Synch,Continuous survey marker,Cole Tau,Cole M,Cole rms
,Mixed / non conventional,4.00,21.00,12.00,13.00,4.00,21.00,12.00,13.00,21.05,0.02,0.05,4.41,-42.55,51.101,549.134,tx rx 50%,500,226.19,225.000,209.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,22,13,14,0.00,0.00,0.00,0.00,0.00,0.00,false,28.97,3.29,6.64,4.88,4.04,3.76,3.40,3.08,2.83,2.62,2.44,2.28,2.13,2.01,1.90,1.79,1.70,1.62,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,278,153,0.506,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,1,0,12.98,23.0,16.07,26.4,3/9/2025 3:47:08 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,4.00,21.00,11.00,14.00,4.00,21.00,11.00,14.00,20.97,0.02,0.05,4.23,9.97,157.125,549.134,tx rx 50%,500,73.30,95.238,201.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,22,12,15,0.00,0.00,0.00,0.00,0.00,0.00,false,27.73,3.01,6.39,4.68,3.90,3.63,3.27,2.98,2.74,2.54,2.36,2.20,2.07,1.95,1.84,1.74,1.65,1.56,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,278,153,0.506,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,3,0,12.98,23.0,16.07,26.4,3/9/2025 3:47:08 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,4.00,21.00,10.00,15.00,4.00,21.00,10.00,15.00,20.03,0.02,0.05,4.09,-56.26,265.281,549.134,tx rx 50%,500,41.47,73.333,204.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,22,11,16,0.00,0.00,0.00,0.00,0.00,0.00,false,27.33,2.71,6.15,4.48,3.72,3.48,3.13,2.85,2.63,2.43,2.27,2.12,1.99,1.87,1.77,1.67,1.59,1.51,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,278,153,0.506,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,5,0,12.98,23.0,16.07,26.4,3/9/2025 3:47:08 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,5.00,22.00,13.00,14.00,5.00,22.00,13.00,14.00,21.97,0.04,0.04,4.31,37.20,50.518,520.136,tx rx 50%,500,226.19,225.000,196.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,23,14,15,0.00,0.00,0.00,0.00,0.00,0.00,false,28.69,2.96,6.38,4.69,3.91,3.65,3.32,3.01,2.77,2.56,2.39,2.23,2.09,1.97,1.87,1.77,1.68,1.61,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,265,138,0.510,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,1,0,13.01,23.0,16.07,26.4,3/9/2025 3:47:13 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,5.00,22.00,12.00,15.00,5.00,22.00,12.00,15.00,21.29,0.01,0.03,4.07,-45.40,151.083,520.136,tx rx 50%,500,73.30,95.238,191.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,23,13,16,0.00,0.00,0.00,0.00,0.00,0.00,false,27.26,2.71,6.13,4.46,3.70,3.45,3.12,2.83,2.62,2.43,2.25,2.10,1.97,1.85,1.76,1.65,1.57,1.50,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,265,138,0.510,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,3,0,13.01,23.0,16.07,26.4,3/9/2025 3:47:13 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,5.00,22.00,11.00,16.00,5.00,22.00,11.00,16.00,20.13,0.01,0.03,4.16,19.13,252.548,520.136,tx rx 50%,500,41.47,73.333,206.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,23,12,17,0.00,0.00,0.00,0.00,0.00,0.00,false,27.44,2.85,6.26,4.58,3.81,3.55,3.21,2.91,2.69,2.49,2.31,2.17,2.03,1.92,1.81,1.71,1.62,1.55,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,265,138,0.510,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,5,0,13.01,23.0,16.07,26.4,3/9/2025 3:47:13 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,6.00,23.00,14.00,15.00,6.00,23.00,14.00,15.00,22.02,0.01,0.03,4.08,-40.02,50.983,523.685,tx rx 50%,500,226.19,225.000,185.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,24,15,16,0.00,0.00,0.00,0.00,0.00,0.00,false,29.01,2.53,6.03,4.36,3.60,3.35,3.01,2.74,2.50,2.30,2.16,2.01,1.90,1.78,1.67,1.59,1.52,1.45,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,184,97,0.352,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,1,0,13.13,23.0,16.07,26.4,3/9/2025 3:47:18 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,6.00,23.00,13.00,16.00,6.00,23.00,13.00,16.00,21.04,0.01,0.03,4.04,45.88,150.293,523.685,tx rx 50%,500,73.30,95.238,192.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,24,14,17,0.00,0.00,0.00,0.00,0.00,0.00,false,27.14,2.58,6.05,4.39,3.66,3.42,3.10,2.83,2.60,2.40,2.24,2.09,1.96,1.85,1.75,1.67,1.58,1.49,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,184,97,0.352,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,3,0,13.13,23.0,16.07,26.4,3/9/2025 3:47:18 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,6.00,23.00,12.00,17.00,6.00,23.00,12.00,17.00,19.99,0.04,0.04,4.05,-95.80,252.429,523.685,tx rx 50%,500,41.47,73.333,202.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,24,13,18,0.00,0.00,0.00,0.00,0.00,0.00,false,27.18,2.60,6.06,4.40,3.66,3.42,3.09,2.82,2.59,2.40,2.24,2.09,1.96,1.85,1.74,1.66,1.58,1.49,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,184,97,0.352,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,5,0,13.13,23.0,16.07,26.4,3/9/2025 3:47:18 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,7.00,24.00,15.00,16.00,7.00,24.00,15.00,16.00,20.43,0.00,0.03,4.40,48.43,50.883,563.492,tx rx 50%,500,226.19,225.000,215.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,25,16,17,0.00,0.00,0.00,0.00,0.00,0.00,false,30.03,2.91,6.42,4.75,3.94,3.67,3.32,3.03,2.80,2.61,2.43,2.28,2.14,1.99,1.87,1.76,1.68,1.59,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,318,179,0.565,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,1,0,12.87,23.0,16.07,26.4,3/9/2025 3:47:23 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,7.00,24.00,14.00,17.00,7.00,24.00,14.00,17.00,20.65,0.06,0.06,3.98,-86.41,158.761,563.492,tx rx 50%,500,73.30,95.238,192.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,25,15,18,0.00,0.00,0.00,0.00,0.00,0.00,false,26.94,2.40,5.93,4.31,3.58,3.35,3.04,2.77,2.56,2.36,2.20,2.07,1.93,1.83,1.73,1.64,1.56,1.47,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,318,179,0.565,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,3,0,12.87,23.0,16.07,26.4,3/9/2025 3:47:23 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,7.00,24.00,13.00,18.00,7.00,24.00,13.00,18.00,20.04,0.02,0.05,3.96,-37.52,272.249,563.492,tx rx 50%,500,41.47,73.333,197.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,25,14,19,0.00,0.00,0.00,0.00,0.00,0.00,false,26.97,2.38,5.91,4.29,3.56,3.33,3.01,2.74,2.53,2.35,2.19,2.05,1.92,1.81,1.71,1.62,1.54,1.46,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,318,179,0.565,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,5,0,12.87,23.0,16.07,26.4,3/9/2025 3:47:23 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,8.00,25.00,16.00,17.00,8.00,25.00,16.00,17.00,20.36,0.08,0.08,4.13,-91.02,51.658,573.920,tx rx 50%,500,226.19,225.000,202.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,26,17,18,0.00,0.00,0.00,0.00,0.00,0.00,false,28.30,2.51,6.05,4.42,3.67,3.43,3.12,2.85,2.63,2.43,2.26,2.11,2.00,1.89,1.78,1.68,1.60,1.52,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,285,164,0.497,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,1,0,12.92,23.0,16.07,26.4,3/9/2025 3:47:28 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,8.00,25.00,15.00,18.00,8.00,25.00,15.00,18.00,20.05,0.03,0.05,3.89,-32.63,156.979,573.920,tx rx 50%,500,73.30,95.238,194.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,26,16,19,0.00,0.00,0.00,0.00,0.00,0.00,false,26.64,2.22,5.77,4.17,3.47,3.25,2.96,2.70,2.49,2.31,2.15,2.01,1.89,1.78,1.68,1.61,1.52,1.45,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,285,164,0.497,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,3,0,12.92,23.0,16.07,26.4,3/9/2025 3:47:28 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,8.00,25.00,14.00,19.00,8.00,25.00,14.00,19.00,19.47,0.03,0.05,3.78,-119.71,269.488,573.920,tx rx 50%,500,41.47,73.333,194.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,26,15,20,0.00,0.00,0.00,0.00,0.00,0.00,false,26.42,2.04,5.61,4.03,3.34,3.13,2.84,2.59,2.39,2.21,2.06,1.92,1.81,1.71,1.61,1.53,1.45,1.38,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,285,164,0.497,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,5,0,12.92,23.0,16.07,26.4,3/9/2025 3:47:28 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,9.00,26.00,17.00,18.00,9.00,26.00,17.00,18.00,20.15,0.02,0.02,3.94,9.16,50.843,570.788,tx rx 50%,500,226.19,225.000,195.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,27,18,19,0.00,0.00,0.00,0.00,0.00,0.00,false,28.11,2.06,5.70,4.13,3.42,3.21,2.91,2.66,2.46,2.29,2.14,2.00,1.87,1.77,1.68,1.60,1.52,1.45,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,252,144,0.441,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,1,0,12.98,23.0,16.07,26.4,3/9/2025 3:47:33 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,9.00,26.00,16.00,19.00,9.00,26.00,16.00,19.00,19.35,0.04,0.05,3.68,-124.32,150.662,570.788,tx rx 50%,500,73.30,95.238,190.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,27,17,20,0.00,0.00,0.00,0.00,0.00,0.00,false,26.15,1.81,5.44,3.89,3.21,3.03,2.74,2.50,2.31,2.14,1.99,1.87,1.76,1.66,1.57,1.48,1.41,1.34,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,252,144,0.441,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,3,0,12.98,23.0,16.07,26.4,3/9/2025 3:47:33 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,9.00,26.00,15.00,20.00,9.00,26.00,15.00,20.00,18.40,0.04,0.05,3.73,-108.03,253.254,570.788,tx rx 50%,500,41.47,73.333,202.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,27,16,21,0.00,0.00,0.00,0.00,0.00,0.00,false,26.27,1.90,5.51,3.95,3.27,3.08,2.79,2.55,2.35,2.18,2.03,1.90,1.79,1.69,1.59,1.51,1.44,1.37,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,252,144,0.441,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,5,0,12.98,23.0,16.07,26.4,3/9/2025 3:47:33 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,10.00,27.00,18.00,19.00,10.00,27.00,18.00,19.00,18.30,0.04,0.07,3.86,-44.55,51.431,635.787,tx rx 50%,500,226.19,225.000,210.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,28,19,20,0.00,0.00,0.00,0.00,0.00,0.00,false,28.11,1.93,5.59,4.03,3.32,3.12,2.83,2.56,2.37,2.19,2.04,1.91,1.79,1.69,1.60,1.52,1.44,1.38,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,331,211,0.521,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,1,0,12.75,23.0,16.07,26.4,3/9/2025 3:47:38 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,10.00,27.00,17.00,20.00,10.00,27.00,17.00,20.00,18.08,0.03,0.06,3.57,-66.14,156.812,635.787,tx rx 50%,500,73.30,95.238,197.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,28,18,21,0.00,0.00,0.00,0.00,0.00,0.00,false,25.83,1.60,5.26,3.73,3.08,2.91,2.64,2.40,2.21,2.06,1.91,1.80,1.69,1.60,1.51,1.43,1.36,1.30,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,331,211,0.521,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,3,0,12.75,23.0,16.07,26.4,3/9/2025 3:47:38 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,10.00,27.00,16.00,21.00,10.00,27.00,16.00,21.00,17.62,0.03,0.06,3.55,-115.06,270.192,635.787,tx rx 50%,500,41.47,73.333,201.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,28,17,22,0.00,0.00,0.00,0.00,0.00,0.00,false,25.68,1.54,5.22,3.70,3.06,2.89,2.62,2.39,2.21,2.06,1.92,1.79,1.69,1.60,1.50,1.42,1.35,1.30,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,331,211,0.521,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,5,0,12.75,23.0,16.07,26.4,3/9/2025 3:47:38 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,11.00,28.00,19.00,20.00,11.00,28.00,19.00,20.00,16.66,0.05,0.03,3.73,-28.09,51.533,699.535,tx rx 50%,500,226.19,225.000,223.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,29,20,21,0.00,0.00,0.00,0.00,0.00,0.00,false,26.87,1.77,5.44,3.89,3.22,3.03,2.73,2.50,2.33,2.17,2.02,1.87,1.76,1.68,1.58,1.49,1.43,1.38,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,240,168,0.342,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,1,0,12.87,23.0,16.07,26.5,3/9/2025 3:47:43 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,11.00,28.00,18.00,21.00,11.00,28.00,18.00,21.00,17.07,0.02,0.03,3.44,-36.96,162.867,699.535,tx rx 50%,500,73.30,95.238,201.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,29,19,22,0.00,0.00,0.00,0.00,0.00,0.00,false,25.37,1.32,5.04,3.54,2.92,2.77,2.51,2.29,2.11,1.96,1.84,1.72,1.62,1.53,1.44,1.37,1.30,1.25,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,240,168,0.342,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,3,0,12.87,23.0,16.07,26.5,3/9/2025 3:47:43 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,11.00,28.00,17.00,22.00,11.00,28.00,17.00,22.00,17.00,0.03,0.03,3.45,-33.98,286.750,699.535,tx rx 50%,500,41.47,73.333,202.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,29,18,23,0.00,0.00,0.00,0.00,0.00,0.00,false,25.41,1.34,5.06,3.55,2.93,2.77,2.51,2.30,2.12,1.97,1.84,1.73,1.63,1.53,1.45,1.38,1.31,1.24,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,240,168,0.342,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,5,0,12.87,23.0,16.07,26.5,3/9/2025 3:47:43 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,12.00,29.00,20.00,21.00,12.00,29.00,20.00,21.00,17.03,0.01,0.02,3.62,33.73,50.176,666.352,tx rx 50%,500,226.19,225.000,212.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13,30,21,22,0.00,0.00,0.00,0.00,0.00,0.00,false,26.35,1.44,5.19,3.71,3.08,2.92,2.67,2.44,2.25,2.08,1.94,1.84,1.75,1.66,1.57,1.49,1.44,1.38,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,310,207,0.465,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,1,0,12.74,23.0,16.07,26.6,3/9/2025 3:47:48 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,12.00,29.00,19.00,22.00,12.00,29.00,19.00,22.00,16.56,0.03,0.04,3.50,4.08,150.569,666.352,tx rx 50%,500,73.30,95.238,211.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13,30,20,23,0.00,0.00,0.00,0.00,0.00,0.00,false,25.39,1.43,5.12,3.62,3.00,2.84,2.57,2.34,2.17,2.02,1.89,1.77,1.66,1.58,1.50,1.42,1.35,1.29,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,310,207,0.465,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,3,0,12.74,23.0,16.07,26.6,3/9/2025 3:47:48 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,12.00,29.00,18.00,23.00,12.00,29.00,18.00,23.00,16.91,0.01,0.04,3.70,-19.44,271.789,666.352,tx rx 50%,500,41.47,73.333,218.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13,30,19,24,0.00,0.00,0.00,0.00,0.00,0.00,false,26.12,1.84,5.45,3.91,3.24,3.05,2.77,2.52,2.33,2.16,2.02,1.89,1.77,1.67,1.58,1.50,1.43,1.36,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,310,207,0.465,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,5,0,12.74,23.0,16.07,26.6,3/9/2025 3:47:48 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,13.00,30.00,21.00,22.00,13.00,30.00,21.00,22.00,16.50,0.02,0.03,3.87,-1.85,51.719,709.158,tx rx 50%,500,226.19,225.000,234.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14,31,22,23,0.00,0.00,0.00,0.00,0.00,0.00,false,28.84,1.89,5.57,4.02,3.29,3.07,2.79,2.53,2.33,2.16,2.01,1.87,1.76,1.67,1.60,1.51,1.42,1.36,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,204,145,0.288,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,1,0,12.94,23.0,16.07,26.6,3/9/2025 3:47:53 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,13.00,30.00,20.00,23.00,13.00,30.00,20.00,23.00,17.30,0.00,0.02,3.80,48.78,167.364,709.158,tx rx 50%,500,73.30,95.238,219.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14,31,21,24,0.00,0.00,0.00,0.00,0.00,0.00,false,26.20,2.02,5.61,4.05,3.37,3.17,2.88,2.63,2.42,2.25,2.10,1.97,1.86,1.75,1.66,1.58,1.50,1.43,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,204,145,0.288,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,3,0,12.94,23.0,16.07,26.6,3/9/2025 3:47:53 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,13.00,30.00,19.00,24.00,13.00,30.00,19.00,24.00,16.59,0.02,0.03,3.71,20.50,283.628,709.158,tx rx 50%,500,41.47,73.333,223.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14,31,20,25,0.00,0.00,0.00,0.00,0.00,0.00,false,26.03,1.83,5.46,3.91,3.25,3.06,2.78,2.53,2.34,2.18,2.03,1.90,1.79,1.69,1.60,1.52,1.44,1.38,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,204,145,0.288,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,5,0,12.94,23.0,16.07,26.6,3/9/2025 3:47:53 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,14.00,31.00,22.00,23.00,14.00,31.00,22.00,23.00,18.94,0.03,0.02,4.76,16.82,51.593,616.225,tx rx 50%,500,226.19,225.000,251.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15,32,23,24,0.00,0.00,0.00,0.00,0.00,0.00,false,29.57,3.86,7.13,5.35,4.50,4.16,3.77,3.44,3.16,2.92,2.71,2.53,2.37,2.25,2.13,2.04,1.93,1.82,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,187,115,0.303,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,1,0,13.04,23.0,16.07,26.7,3/9/2025 3:47:58 PM,0,1,0,0.0,0.00,0.0
