,El-array,xA (m),xB (m),xM (m),xN (m),Global xA (m),Global xB (m),Global xM (m),Global xN (m),Rho (Ohm.m),Dev. M,Dev. Rho (%),M (mV/V),SP (mV),VMN (mV),IAB (mA),TX RX,Time (ms),Coef. k (m),Dev. coef. k (%),Metal factor,yA (m),yB (m),yM (m),yN (m),Global yA (m),Global yB (m),Global yM (m),Global yN (m),zA (m),zB (m),zM (m),zN (m),Global zA (m),Global zB (m),Global zM (m),Global zN (m),N° electrode A,N° electrode B,N° electrode M,N° electrode N,Depth A (m),Depth B (m),Depth M (m),Depth N (m),Water Depth,Water resitivity,Rising PP,M1 (mV/V),M2 (mV/V),M3 (mV/V),M4 (mV/V),M5 (mV/V),M6 (mV/V),M7 (mV/V),M8 (mV/V),M9 (mV/V),M10 (mV/V),M11 (mV/V),M12 (mV/V),M13 (mV/V),M14 (mV/V),M15 (mV/V),M16 (mV/V),M17 (mV/V),M18 (mV/V),M19 (mV/V),M20 (mV/V),Mdly (ms),TM1 (ms),TM2 (ms),TM3 (ms),TM4 (ms),TM5 (ms),TM6 (ms),TM7 (ms),TM8 (ms),TM9 (ms),TM10 (ms),TM11 (ms),TM12 (ms),TM13 (ms),TM14 (ms),TM15 (ms),TM16 (ms),TM17 (ms),TM18 (ms),TM19 (ms),TM20 (ms),Stack,Rs-Check,Vab (V),Pab (W),Rab (kOhm),Latitude,Longitude,UTM (WSG84),Name,Channel,Overload,Tx-Bat (V),Tx Temp. (°C),Rx-Bat (V),Rx Temp. (°C),Date,Gapfiller,Synch,Continuous survey marker,Cole Tau,Cole M,Cole rms
,Mixed / non conventional,10.00,13.00,11.00,12.00,10.00,13.00,11.00,12.00,23.00,35.40,4.90,-8.02,-36.92,42.987,11.743,tx rx 50%,500,6.28,400.000,-348.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,14,12,13,0.00,0.00,0.00,0.00,0.00,0.00,false,12.17,-10.68,-7.31,-8.69,-9.22,-9.28,-9.41,-9.52,-9.52,-9.48,-9.43,-9.39,-9.33,-9.24,-9.14,-9.06,-8.97,-8.87,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,6,0,0.535,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,1,0,13.87,18.0,16.19,25.8,3/9/2025 3:23:58 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,11.00,14.00,12.00,13.00,11.00,14.00,12.00,13.00,22.47,7.26,1.29,0.88,48.00,42.548,11.899,tx rx 50%,500,6.28,400.000,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,15,13,14,0.00,0.00,0.00,0.00,0.00,0.00,false,21.28,-1.06,2.18,0.75,0.15,0.01,-0.20,-0.38,-0.48,-0.55,-0.62,-0.66,-0.69,-0.73,-0.77,-0.80,-0.83,-0.85,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,5,0,0.458,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,1,0,13.89,18.0,16.19,25.9,3/9/2025 3:24:05 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,12.00,15.00,13.00,14.00,12.00,15.00,13.00,14.00,23.67,7.97,1.61,0.63,-11.30,40.595,10.778,tx rx 50%,500,6.28,400.000,26.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13,16,14,15,0.00,0.00,0.00,0.00,0.00,0.00,false,21.28,-1.27,2.00,0.57,-0.02,-0.17,-0.43,-0.65,-0.74,-0.83,-0.91,-0.97,-1.02,-1.07,-1.09,-1.10,-1.13,-1.15,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,5,0,0.468,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,1,0,13.88,18.0,16.19,25.8,3/9/2025 3:24:12 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,13.00,16.00,14.00,15.00,13.00,16.00,14.00,15.00,24.96,25.66,3.73,-5.46,-76.50,43.412,10.929,tx rx 50%,500,6.28,400.000,-218.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14,17,15,16,0.00,0.00,0.00,0.00,0.00,0.00,false,13.75,-8.66,-5.10,-6.34,-6.76,-6.71,-6.76,-6.82,-6.84,-6.76,-6.68,-6.60,-6.52,-6.43,-6.35,-6.28,-6.23,-6.15,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,6,0,0.529,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,1,0,13.88,18.0,16.19,25.8,3/9/2025 3:24:19 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,14.00,17.00,15.00,16.00,14.00,17.00,15.00,16.00,27.05,6.32,1.02,1.07,62.62,42.668,9.911,tx rx 50%,500,6.28,400.000,39.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15,18,16,17,0.00,0.00,0.00,0.00,0.00,0.00,false,21.96,-0.99,2.43,0.99,0.40,0.26,-0.02,-0.19,-0.28,-0.37,-0.45,-0.52,-0.59,-0.62,-0.64,-0.68,-0.72,-0.73,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,6,0,0.571,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,1,0,13.87,19.0,16.19,25.8,3/9/2025 3:24:26 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,15.00,18.00,16.00,17.00,15.00,18.00,16.00,17.00,28.24,19.41,2.82,-2.55,-89.54,42.949,9.556,tx rx 50%,500,6.28,400.000,-90.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16,19,17,18,0.00,0.00,0.00,0.00,0.00,0.00,false,18.18,-4.95,-1.52,-2.94,-3.49,-3.56,-3.72,-3.89,-4.01,-4.01,-4.01,-4.04,-4.03,-4.02,-4.01,-3.99,-3.95,-3.93,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,6,0,0.598,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,1,0,13.87,19.0,16.19,25.8,3/9/2025 3:24:33 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,16.00,19.00,17.00,18.00,16.00,19.00,17.00,18.00,27.56,12.45,1.80,-0.57,-8.49,44.267,10.093,tx rx 50%,500,6.28,400.000,-20.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17,20,18,19,0.00,0.00,0.00,0.00,0.00,0.00,false,20.01,-2.91,0.56,-0.84,-1.38,-1.48,-1.66,-1.84,-1.98,-2.02,-2.03,-2.06,-2.09,-2.09,-2.10,-2.10,-2.11,-2.12,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,7,0,0.736,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,1,0,13.87,19.0,16.19,25.8,3/9/2025 3:24:40 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,17.00,20.00,18.00,19.00,17.00,20.00,18.00,19.00,24.94,30.73,4.29,-7.00,-25.20,42.533,10.717,tx rx 50%,500,6.28,400.000,-280.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18,21,19,20,0.00,0.00,0.00,0.00,0.00,0.00,false,12.66,-10.29,-6.71,-7.96,-8.38,-8.39,-8.50,-8.46,-8.37,-8.32,-8.25,-8.18,-8.08,-7.97,-7.86,-7.75,-7.65,-7.56,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,6,0,0.581,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,1,0,13.87,19.0,16.19,25.8,3/9/2025 3:24:47 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,18.00,21.00,19.00,20.00,18.00,21.00,19.00,20.00,20.02,16.78,2.67,-2.62,-1.57,46.909,14.723,tx rx 50%,500,6.28,400.000,-130.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19,22,20,21,0.00,0.00,0.00,0.00,0.00,0.00,false,17.04,-5.43,-1.88,-3.20,-3.73,-3.79,-3.84,-3.88,-3.91,-3.92,-3.92,-3.90,-3.88,-3.87,-3.84,-3.78,-3.73,-3.70,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,9,0,0.641,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,1,0,13.87,19.0,16.19,25.8,3/9/2025 3:24:54 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,19.00,22.00,20.00,21.00,19.00,22.00,20.00,21.00,15.52,8.67,1.19,0.27,32.99,47.971,19.423,tx rx 50%,500,6.28,400.000,17.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,23,21,22,0.00,0.00,0.00,0.00,0.00,0.00,false,20.51,-2.25,1.41,0.03,-0.54,-0.63,-0.77,-0.88,-0.97,-1.06,-1.13,-1.18,-1.20,-1.22,-1.25,-1.28,-1.31,-1.35,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,14,0,0.721,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,1,0,13.87,19.0,16.19,25.8,3/9/2025 3:25:01 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,20.00,23.00,21.00,22.00,20.00,23.00,21.00,22.00,11.19,29.94,4.10,-6.54,-102.62,48.401,27.185,tx rx 50%,500,6.28,400.000,-585.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,24,22,23,0.00,0.00,0.00,0.00,0.00,0.00,false,12.71,-10.05,-6.26,-7.51,-7.99,-7.92,-7.89,-7.87,-7.81,-7.74,-7.66,-7.60,-7.56,-7.50,-7.41,-7.33,-7.26,-7.17,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,10,0,0.373,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,1,0,13.87,19.0,16.18,25.7,3/9/2025 3:25:08 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,21.00,24.00,22.00,23.00,21.00,24.00,22.00,23.00,9.86,25.95,3.41,-4.50,-17.59,51.510,32.838,tx rx 50%,500,6.28,400.000,-456.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22,25,23,24,0.00,0.00,0.00,0.00,0.00,0.00,false,16.06,-7.25,-3.63,-5.06,-5.58,-5.64,-5.77,-5.85,-5.89,-5.93,-5.94,-5.92,-5.87,-5.81,-5.80,-5.78,-5.73,-5.65,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,17,1,0.527,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,1,0,13.87,19.0,16.18,25.7,3/9/2025 3:25:16 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,22.00,25.00,23.00,24.00,22.00,25.00,23.00,24.00,7.49,18.88,2.55,-2.67,1.86,52.783,44.286,tx rx 50%,500,6.28,400.000,-356.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23,26,24,25,0.00,0.00,0.00,0.00,0.00,0.00,false,18.02,-5.52,-1.83,-3.26,-3.74,-3.76,-3.89,-3.98,-4.03,-4.06,-4.06,-4.04,-3.99,-3.96,-3.99,-4.00,-3.98,-3.95,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,25,1,0.569,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,1,0,13.87,19.0,16.18,25.7,3/9/2025 3:25:23 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,23.00,26.00,24.00,25.00,23.00,26.00,24.00,25.00,8.67,40.26,5.39,-9.32,-53.14,49.967,36.232,tx rx 50%,500,6.28,400.000,-1075.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24,27,25,26,0.00,0.00,0.00,0.00,0.00,0.00,false,11.65,-11.81,-8.43,-9.98,-10.64,-10.71,-10.83,-10.90,-10.92,-10.89,-10.83,-10.77,-10.71,-10.63,-10.52,-10.41,-10.28,-10.14,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,13,0,0.353,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,1,0,13.87,19.0,16.18,25.7,3/9/2025 3:25:30 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,24.00,27.00,25.00,26.00,24.00,27.00,25.00,26.00,8.15,31.96,3.84,-3.82,-144.25,52.698,40.609,tx rx 50%,500,6.28,400.000,-468.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25,28,26,27,0.00,0.00,0.00,0.00,0.00,0.00,false,17.27,-6.02,-2.56,-4.11,-4.68,-4.80,-5.02,-5.16,-5.26,-5.33,-5.36,-5.36,-5.35,-5.37,-5.41,-5.41,-5.39,-5.38,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,23,1,0.561,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,1,0,13.87,19.0,16.17,25.7,3/9/2025 3:25:37 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,25.00,28.00,26.00,27.00,25.00,28.00,26.00,27.00,8.47,32.46,3.97,-4.53,-67.33,51.756,38.373,tx rx 50%,500,6.28,400.000,-534.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26,29,27,28,0.00,0.00,0.00,0.00,0.00,0.00,false,16.76,-6.70,-3.24,-4.86,-5.47,-5.54,-5.73,-5.89,-6.00,-6.08,-6.12,-6.11,-6.09,-6.08,-6.08,-6.11,-6.11,-6.09,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,19,1,0.495,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,1,0,13.86,19.0,16.17,25.7,3/9/2025 3:25:44 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,26.00,29.00,27.00,28.00,26.00,29.00,27.00,28.00,7.95,38.11,4.66,-7.26,-28.08,53.180,42.047,tx rx 50%,500,6.28,400.000,-913.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27,30,28,29,0.00,0.00,0.00,0.00,0.00,0.00,false,12.87,-10.19,-6.48,-7.91,-8.38,-8.39,-8.53,-8.61,-8.64,-8.65,-8.64,-8.57,-8.50,-8.46,-8.45,-8.42,-8.36,-8.31,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,23,1,0.554,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,1,0,13.86,19.0,16.17,25.7,3/9/2025 3:25:51 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,27.00,30.00,28.00,29.00,27.00,30.00,28.00,29.00,6.13,28.01,3.50,-4.60,-139.38,47.236,48.384,tx rx 50%,500,6.28,400.000,-749.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28,31,29,30,0.00,0.00,0.00,0.00,0.00,0.00,false,14.73,-8.22,-4.23,-5.50,-5.84,-5.74,-5.80,-5.82,-5.80,-5.78,-5.76,-5.73,-5.65,-5.58,-5.52,-5.51,-5.51,-5.49,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,19,1,0.385,00.000000,00.000000,,0:/DATA/Slb_64All_Mar.rpp,1,0,13.86,19.0,16.17,25.7,3/9/2025 3:25:58 PM,0,1,0,0.0,0.00,0.0
