"Time","#","Name","Reading1","Reading2","Reading3","Reading4","Reading5","DataSnap"
"10/20/2025 8:00:00 AM","19009978","Active 1 Shallow","45.6","18.9","31.6","4248","12267","Active"
"10/20/2025 12:00:00 AM","19009978","Active 1 Shallow","45.9","20.1","32","4372","12479","Active"
"10/19/2025 4:00:00 PM","19009978","Active 1 Shallow","46.4","22.5","32.6","4415","12317","Active"
"10/19/2025 8:00:00 AM","19009978","Active 1 Shallow","45.9","19.7","32","4381","12483","Active"
"10/19/2025 12:00:00 AM","19009978","Active 1 Shallow","46.7","22.4","33.2","4520","12371","Active"
"10/18/2025 4:00:00 PM","19009978","Active 1 Shallow","47","24.4","33.5","4593","12441","Active"
"10/18/2025 8:00:00 AM","19009978","Active 1 Shallow","47.1","22.8","33.7","4556","12260","Active"
"10/18/2025 12:00:00 AM","19009978","Active 1 Shallow","46.9","23.8","33.4","4630","12565","Active"
"10/17/2025 4:00:00 PM","19009978","Active 1 Shallow","47.6","24.9","34.4","4639","12191","Active"
"10/17/2025 8:00:00 AM","19009978","Active 1 Shallow","46.5","22","32.8","4529","12561","Active"
"10/17/2025 12:00:00 AM","19009978","Active 1 Shallow","47.1","22.9","33.7","4611","12392","Active"
"10/16/2025 4:00:00 PM","19009978","Active 1 Shallow","46.8","24.3","33.2","4593","12554","Active"
"10/16/2025 8:00:00 AM","19009978","Active 1 Shallow","46.6","21.1","33","4512","12412","Active"
"10/16/2025 12:00:00 AM","19009978","Active 1 Shallow","46.7","23.2","33.1","4658","12783","Active"
"10/15/2025 4:00:00 PM","19009978","Active 1 Shallow","47.9","25.1","34.9","4677","12104","Active"
"10/15/2025 8:00:00 AM","19009978","Active 1 Shallow","47.1","21.8","33.6","4602","12400","Active"
"10/15/2025 12:00:00 AM","19009978","Active 1 Shallow","47.9","23.5","35","4630","11947","Active"
"10/14/2025 4:00:00 PM","19009978","Active 1 Shallow","48.1","25.5","35.2","4677","11978","Active"
"10/14/2025 8:00:00 AM","19009978","Active 1 Shallow","47.3","21.8","34","4566","12139","Active"
"10/14/2025 12:00:00 AM","19009978","Active 1 Shallow","47.2","23.1","33.9","4649","12436","Active"
"10/13/2025 4:00:00 PM","19009978","Active 1 Shallow","47.5","23.7","34.3","4686","12343","Active"
"10/13/2025 8:00:00 AM","19009978","Active 1 Shallow","48.8","23.7","36.3","4753","11756","Active"
"10/13/2025 12:00:00 AM","19009978","Active 1 Shallow","47.4","24.5","34.1","4852","12862","Active"
"10/12/2025 4:00:00 PM","19009978","Active 1 Shallow","47.9","25.6","34.9","4734","12244","Active"
"10/12/2025 8:00:00 AM","19009978","Active 1 Shallow","46.8","22.8","33.3","4705","12823","Active"
"10/12/2025 12:00:00 AM","19009978","Active 1 Shallow","47.8","24","34.7","4783","12441","Active"
"10/11/2025 4:00:00 PM","19009978","Active 1 Shallow","46.3","25.8","32.5","4783","13400","Active"
"10/11/2025 8:00:00 AM","19009978","Active 1 Shallow","46.3","22.4","32.6","4696","13111","Active"
"10/11/2025 12:00:00 AM","19009978","Active 1 Shallow","47.1","23.9","33.7","4793","12898","Active"
"10/10/2025 4:00:00 PM","19009978","Active 1 Shallow","48.1","25.8","35.2","4783","12268","Active"
"10/10/2025 8:00:00 AM","19009978","Active 1 Shallow","47","22","33.6","4611","12452","Active"
"10/10/2025 12:00:00 AM","19009978","Active 1 Shallow","46.9","23.9","33.5","4793","12996","Active"
"10/9/2025 4:00:00 PM","19009978","Active 1 Shallow","47.5","25.4","34.3","4812","12700","Active"
"10/9/2025 8:00:00 AM","19009978","Active 1 Shallow","45.8","21.3","31.9","4724","13524","Active"
"10/9/2025 12:00:00 AM","19009978","Active 1 Shallow","46.7","22.5","33.1","4724","12948","Active"
"10/8/2025 4:00:00 PM","19009978","Active 1 Shallow","47.7","23.4","34.6","4724","12323","Active"
"10/8/2025 8:00:00 AM","19009978","Active 1 Shallow","47.7","21.3","34.6","4715","12308","Active"
"10/8/2025 12:00:00 AM","19009978","Active 1 Shallow","48.1","23","35.3","4793","12251","Active"
"10/7/2025 4:00:00 PM","19009978","Active 1 Shallow","46.2","24.1","32.4","4812","13517","Active"
"10/7/2025 8:00:00 AM","19009978","Active 1 Shallow","47.7","23.3","34.7","4872","12696","Active"
"10/7/2025 12:00:00 AM","19009978","Active 1 Shallow","48.2","25.1","35.3","4862","12397","Active"
"10/6/2025 4:00:00 PM","19009978","Active 1 Shallow","47.9","27","34.9","4996","12902","Active"
"10/6/2025 8:00:00 AM","19009978","Active 1 Shallow","47.5","23.1","34.2","4872","12874","Active"
"10/6/2025 12:00:00 AM","19009978","Active 1 Shallow","47.9","24.8","35","5049","13025","Active"
"10/5/2025 4:00:00 PM","19009978","Active 1 Shallow","48.7","26.8","36.1","5060","12596","Active"
"10/5/2025 8:00:00 AM","19009978","Active 1 Shallow","48.1","23.2","35.2","4842","12414","Active"
