,El-array,xA (m),xB (m),xM (m),xN (m),Global xA (m),Global xB (m),Global xM (m),Global xN (m),Rho (Ohm.m),Dev. M,Dev. Rho (%),M (mV/V),SP (mV),VMN (mV),IAB (mA),TX RX,Time (ms),Coef. k (m),Dev. coef. k (%),Metal factor,yA (m),yB (m),yM (m),yN (m),Global yA (m),Global yB (m),Global yM (m),Global yN (m),zA (m),zB (m),zM (m),zN (m),Global zA (m),Global zB (m),Global zM (m),Global zN (m),N° electrode A,N° electrode B,N° electrode M,N° electrode N,Depth A (m),Depth B (m),Depth M (m),Depth N (m),Water Depth,Water resitivity,Rising PP,M1 (mV/V),M2 (mV/V),M3 (mV/V),M4 (mV/V),M5 (mV/V),M6 (mV/V),M7 (mV/V),M8 (mV/V),M9 (mV/V),M10 (mV/V),M11 (mV/V),M12 (mV/V),M13 (mV/V),M14 (mV/V),M15 (mV/V),M16 (mV/V),M17 (mV/V),M18 (mV/V),M19 (mV/V),M20 (mV/V),Mdly (ms),TM1 (ms),TM2 (ms),TM3 (ms),TM4 (ms),TM5 (ms),TM6 (ms),TM7 (ms),TM8 (ms),TM9 (ms),TM10 (ms),TM11 (ms),TM12 (ms),TM13 (ms),TM14 (ms),TM15 (ms),TM16 (ms),TM17 (ms),TM18 (ms),TM19 (ms),TM20 (ms),Stack,Rs-Check,Vab (V),Pab (W),Rab (kOhm),Latitude,Longitude,UTM (WSG84),Name,Channel,Overload,Tx-Bat (V),Tx Temp. (°C),Rx-Bat (V),Rx Temp. (°C),Date,Gapfiller,Synch,Continuous survey marker,Cole Tau,Cole M,Cole rms
,Mixed / non conventional,7.00,8.00,2.00,13.00,7.00,8.00,2.00,13.00,12.05,0.14,0.00,4.03,-34.51,46.706,365.326,tx rx 50%,500,94.25,240.000,334.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,9,3,14,0.00,0.00,0.00,0.00,0.00,0.00,false,26.55,2.43,6.13,4.60,3.95,3.78,3.50,3.22,2.80,2.36,2.05,1.85,1.71,1.61,1.52,1.45,1.47,1.51,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,23,8,0.064,00.000000,00.000000,,0:/DATA/Slb_24All_21feb2026.rpp,1,0,13.27,23.0,13.04,31.8,2/21/2026 8:18:26 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,8.00,9.00,3.00,14.00,8.00,9.00,3.00,14.00,14.31,0.26,0.03,3.71,-30.92,45.665,300.756,tx rx 50%,500,94.25,240.000,259.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,10,4,15,0.00,0.00,0.00,0.00,0.00,0.00,false,25.90,1.72,5.44,3.88,3.23,3.09,2.90,2.98,2.98,2.70,2.52,2.38,2.05,1.70,1.38,0.95,0.58,0.43,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,20,6,0.068,00.000000,00.000000,,0:/DATA/Slb_24All_21feb2026.rpp,1,0,13.27,23.0,13.04,31.8,2/21/2026 8:18:31 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,9.00,10.00,4.00,15.00,9.00,10.00,4.00,15.00,18.84,0.03,0.03,4.91,-32.57,42.384,212.019,tx rx 50%,500,94.25,240.000,260.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,11,5,16,0.00,0.00,0.00,0.00,0.00,0.00,false,28.25,3.79,7.19,5.42,4.62,4.31,3.89,3.56,3.29,3.04,2.89,2.80,2.73,2.66,2.60,2.54,2.43,2.30,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,13,3,0.062,00.000000,00.000000,,0:/DATA/Slb_24All_21feb2026.rpp,1,0,13.29,23.0,13.04,31.8,2/21/2026 8:18:36 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,10.00,11.00,5.00,16.00,10.00,11.00,5.00,16.00,15.03,0.10,0.03,4.22,-69.25,45.557,285.715,tx rx 50%,500,94.25,240.000,281.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,12,6,17,0.00,0.00,0.00,0.00,0.00,0.00,false,26.62,2.47,6.07,4.46,3.79,3.65,3.38,3.06,2.82,2.68,2.62,2.52,2.34,2.13,1.97,1.86,1.78,1.83,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,19,5,0.067,00.000000,00.000000,,0:/DATA/Slb_24All_21feb2026.rpp,1,0,13.28,23.0,13.04,31.8,2/21/2026 8:18:41 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,11.00,12.00,6.00,17.00,11.00,12.00,6.00,17.00,15.86,0.71,0.05,3.60,-1.20,45.791,272.180,tx rx 50%,500,94.25,240.000,227.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,13,7,18,0.00,0.00,0.00,0.00,0.00,0.00,false,23.79,-0.43,3.26,1.74,1.29,1.32,1.14,1.20,2.13,3.09,3.38,3.40,3.41,3.38,3.29,3.22,3.13,3.05,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,20,6,0.074,00.000000,00.000000,,0:/DATA/Slb_24All_21feb2026.rpp,1,0,13.28,23.0,13.03,31.8,2/21/2026 8:18:46 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,12.00,13.00,7.00,18.00,12.00,13.00,7.00,18.00,13.52,0.06,0.02,3.59,-33.24,46.097,321.387,tx rx 50%,500,94.25,240.000,265.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13,14,8,19,0.00,0.00,0.00,0.00,0.00,0.00,false,25.38,1.22,5.10,3.67,3.04,2.90,2.69,2.48,2.28,2.13,2.03,1.92,1.82,1.74,1.67,1.60,1.54,1.48,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,21,7,0.066,00.000000,00.000000,,0:/DATA/Slb_24All_21feb2026.rpp,1,0,13.28,23.0,13.04,31.8,2/21/2026 8:18:51 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,13.00,14.00,8.00,19.00,13.00,14.00,8.00,19.00,13.09,0.21,0.00,3.25,49.47,45.326,326.225,tx rx 50%,500,94.25,240.000,248.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14,15,9,20,0.00,0.00,0.00,0.00,0.00,0.00,false,24.43,0.49,4.48,3.14,2.59,2.49,2.25,2.02,1.89,1.80,1.72,1.63,1.58,1.56,1.60,1.64,1.65,1.61,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,19,6,0.059,00.000000,00.000000,,0:/DATA/Slb_24All_21feb2026.rpp,1,0,13.28,23.0,13.04,31.8,2/21/2026 8:18:56 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,14.00,15.00,9.00,20.00,14.00,15.00,9.00,20.00,10.72,0.26,0.05,3.11,-295.94,45.533,400.346,tx rx 50%,500,94.25,240.000,290.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15,16,10,21,0.00,0.00,0.00,0.00,0.00,0.00,false,24.22,0.31,4.38,3.05,2.53,2.46,2.24,2.00,1.89,1.78,1.65,1.57,1.50,1.42,1.35,1.27,1.23,1.16,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,19,8,0.048,00.000000,00.000000,,0:/DATA/Slb_24All_21feb2026.rpp,1,0,13.28,23.0,13.04,31.8,2/21/2026 8:19:01 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,15.00,16.00,10.00,21.00,15.00,16.00,10.00,21.00,10.63,0.26,0.03,3.21,-316.42,46.770,414.559,tx rx 50%,500,94.25,240.000,301.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16,17,11,22,0.00,0.00,0.00,0.00,0.00,0.00,false,24.36,0.50,4.52,3.15,2.61,2.50,2.29,2.13,2.03,1.91,1.80,1.68,1.56,1.47,1.40,1.35,1.29,1.23,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,24,10,0.057,00.000000,00.000000,,0:/DATA/Slb_24All_21feb2026.rpp,1,0,13.27,23.0,13.04,31.8,2/21/2026 8:19:06 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,16.00,17.00,11.00,22.00,16.00,17.00,11.00,22.00,10.51,0.31,0.04,4.10,-165.71,46.162,414.110,tx rx 50%,500,94.25,240.000,389.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17,18,12,23,0.00,0.00,0.00,0.00,0.00,0.00,false,25.75,1.82,5.69,4.24,3.63,3.49,3.23,3.01,2.84,2.68,2.55,2.42,2.29,2.20,2.11,2.00,1.92,1.88,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,20,8,0.049,00.000000,00.000000,,0:/DATA/Slb_24All_21feb2026.rpp,1,0,13.27,23.0,13.04,31.8,2/21/2026 8:19:11 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,17.00,18.00,12.00,23.00,17.00,18.00,12.00,23.00,9.58,0.26,0.02,5.13,-308.87,46.014,452.773,tx rx 50%,500,94.25,240.000,535.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18,19,13,24,0.00,0.00,0.00,0.00,0.00,0.00,false,26.94,3.23,6.98,5.47,4.82,4.61,4.30,4.04,3.86,3.67,3.49,3.35,3.20,3.08,2.96,2.85,2.76,2.67,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,21,9,0.045,00.000000,00.000000,,0:/DATA/Slb_24All_21feb2026.rpp,1,0,13.27,23.0,13.04,31.8,2/21/2026 8:19:16 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,6.00,9.00,0.00,15.00,6.00,9.00,0.00,15.00,15.91,0.62,0.15,4.23,-16.00,39.424,140.119,tx rx 50%,500,56.55,100.000,265.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,10,1,16,0.00,0.00,0.00,0.00,0.00,0.00,false,26.26,2.47,6.04,4.51,3.85,3.66,3.37,3.10,2.91,2.75,2.57,2.38,2.27,2.20,2.12,2.04,1.91,1.76,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,10,1,0.070,00.000000,00.000000,,0:/DATA/Slb_24All_21feb2026.rpp,1,0,13.30,23.0,13.04,31.8,2/21/2026 8:19:21 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,7.00,10.00,1.00,16.00,7.00,10.00,1.00,16.00,20.18,0.33,0.28,4.98,-5.89,38.204,107.036,tx rx 50%,500,56.55,100.000,246.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,11,2,17,0.00,0.00,0.00,0.00,0.00,0.00,false,25.51,3.50,6.93,5.59,4.96,4.72,4.34,4.06,3.91,3.76,3.46,3.08,2.86,2.88,2.89,2.61,2.33,2.21,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,7,1,0.067,00.000000,00.000000,,0:/DATA/Slb_24All_21feb2026.rpp,1,0,13.29,23.0,13.04,31.8,2/21/2026 8:19:26 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,8.00,11.00,2.00,17.00,8.00,11.00,2.00,17.00,22.47,0.38,0.06,4.77,4.75,48.308,121.590,tx rx 50%,500,56.55,100.000,212.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,12,3,18,0.00,0.00,0.00,0.00,0.00,0.00,false,27.61,3.29,6.82,5.18,4.46,4.23,3.86,3.58,3.37,3.18,2.99,2.82,2.70,2.56,2.43,2.33,2.23,2.14,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,11,1,0.089,00.000000,00.000000,,0:/DATA/Slb_24All_21feb2026.rpp,1,0,13.29,23.0,13.04,31.8,2/21/2026 8:19:32 PM,0,3,0,0.0,0.00,0.0
,Mixed / non conventional,8.00,11.00,0.00,19.00,8.00,11.00,0.00,19.00,30.22,0.23,0.10,4.54,-108.32,39.879,121.590,tx rx 50%,500,92.15,91.667,150.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,12,1,20,0.00,0.00,0.00,0.00,0.00,0.00,false,27.39,3.00,6.55,4.92,4.23,4.01,3.62,3.34,3.15,2.96,2.78,2.63,2.49,2.34,2.24,2.16,2.04,1.94,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,11,1,0.089,00.000000,00.000000,,0:/DATA/Slb_24All_21feb2026.rpp,3,0,13.29,23.0,13.04,31.8,2/21/2026 8:19:32 PM,0,3,0,0.0,0.00,0.0
,Mixed / non conventional,9.00,12.00,3.00,18.00,9.00,12.00,3.00,18.00,24.04,0.01,0.05,4.44,-185.14,47.110,110.823,tx rx 50%,500,56.55,100.000,184.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,13,4,19,0.00,0.00,0.00,0.00,0.00,0.00,false,26.39,3.04,6.38,4.82,4.14,3.91,3.57,3.33,3.11,2.90,2.74,2.59,2.43,2.30,2.21,2.11,2.03,1.93,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,9,1,0.077,00.000000,00.000000,,0:/DATA/Slb_24All_21feb2026.rpp,1,0,13.29,23.0,13.03,31.8,2/21/2026 8:19:37 PM,0,3,0,0.0,0.00,0.0
,Mixed / non conventional,9.00,12.00,1.00,20.00,9.00,12.00,1.00,20.00,32.22,0.10,0.11,4.20,-304.46,38.750,110.823,tx rx 50%,500,92.15,91.667,130.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,13,2,21,0.00,0.00,0.00,0.00,0.00,0.00,false,26.05,2.68,6.06,4.54,3.87,3.65,3.31,3.07,2.90,2.70,2.52,2.38,2.21,2.09,2.03,1.95,1.86,1.78,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,9,1,0.077,00.000000,00.000000,,0:/DATA/Slb_24All_21feb2026.rpp,3,0,13.29,23.0,13.03,31.8,2/21/2026 8:19:37 PM,0,3,0,0.0,0.00,0.0
,Mixed / non conventional,10.00,13.00,4.00,19.00,10.00,13.00,4.00,19.00,21.04,0.84,0.29,3.91,-122.96,45.891,123.346,tx rx 50%,500,56.55,100.000,185.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,14,5,20,0.00,0.00,0.00,0.00,0.00,0.00,false,26.65,3.51,6.84,5.33,4.78,4.63,4.39,4.00,3.12,2.39,1.71,0.90,0.47,0.40,0.43,0.38,0.28,0.19,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,8,1,0.069,00.000000,00.000000,,0:/DATA/Slb_24All_21feb2026.rpp,1,0,13.29,23.0,13.04,31.8,2/21/2026 8:19:42 PM,0,3,0,0.0,0.00,0.0
,Mixed / non conventional,10.00,13.00,2.00,21.00,10.00,13.00,2.00,21.00,29.13,0.59,0.24,3.86,-257.26,38.986,123.346,tx rx 50%,500,92.15,91.667,132.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,14,3,22,0.00,0.00,0.00,0.00,0.00,0.00,false,25.80,2.69,6.07,4.52,3.94,3.76,3.52,3.26,2.80,2.37,1.99,1.54,1.28,1.24,1.29,1.26,1.15,1.04,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,8,1,0.069,00.000000,00.000000,,0:/DATA/Slb_24All_21feb2026.rpp,3,0,13.29,23.0,13.04,31.8,2/21/2026 8:19:42 PM,0,3,0,0.0,0.00,0.0
,Mixed / non conventional,11.00,14.00,5.00,20.00,11.00,14.00,5.00,20.00,20.12,0.09,0.06,3.43,-352.48,47.394,133.205,tx rx 50%,500,56.55,100.000,170.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,15,6,21,0.00,0.00,0.00,0.00,0.00,0.00,false,24.80,1.37,4.90,3.27,2.76,2.77,2.59,2.38,2.15,1.96,1.88,1.78,1.77,1.70,1.55,1.45,1.34,1.26,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,10,1,0.075,00.000000,00.000000,,0:/DATA/Slb_24All_21feb2026.rpp,1,0,13.29,23.0,13.03,31.8,2/21/2026 8:19:47 PM,0,3,0,0.0,0.00,0.0
,Mixed / non conventional,11.00,14.00,3.00,22.00,11.00,14.00,3.00,22.00,27.98,0.07,0.08,2.99,-289.46,40.444,133.205,tx rx 50%,500,92.15,91.667,106.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,15,4,23,0.00,0.00,0.00,0.00,0.00,0.00,false,23.83,0.66,4.34,2.83,2.32,2.29,2.12,1.96,1.74,1.54,1.49,1.42,1.42,1.34,1.20,1.16,1.07,0.99,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,10,1,0.075,00.000000,00.000000,,0:/DATA/Slb_24All_21feb2026.rpp,3,0,13.29,23.0,13.03,31.8,2/21/2026 8:19:47 PM,0,3,0,0.0,0.00,0.0
,Mixed / non conventional,12.00,15.00,6.00,21.00,12.00,15.00,6.00,21.00,17.37,0.23,0.13,2.84,-350.06,46.899,152.665,tx rx 50%,500,56.55,100.000,163.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13,16,7,22,0.00,0.00,0.00,0.00,0.00,0.00,false,23.87,0.11,3.95,2.65,2.16,2.11,1.96,1.78,1.62,1.50,1.41,1.35,1.28,1.20,1.13,1.05,0.98,0.94,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,10,2,0.066,00.000000,00.000000,,0:/DATA/Slb_24All_21feb2026.rpp,1,0,13.30,23.0,13.03,31.8,2/21/2026 8:19:52 PM,0,3,0,0.0,0.00,0.0
,Mixed / non conventional,12.00,15.00,4.00,23.00,12.00,15.00,4.00,23.00,23.91,0.04,0.08,2.52,-295.67,39.617,152.665,tx rx 50%,500,92.15,91.667,105.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13,16,5,24,0.00,0.00,0.00,0.00,0.00,0.00,false,23.28,-0.33,3.59,2.30,1.81,1.75,1.62,1.47,1.31,1.20,1.13,1.05,0.98,0.93,0.88,0.82,0.77,0.73,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,10,2,0.066,00.000000,00.000000,,0:/DATA/Slb_24All_21feb2026.rpp,3,0,13.30,23.0,13.03,31.8,2/21/2026 8:19:52 PM,0,3,0,0.0,0.00,0.0
,Mixed / non conventional,13.00,16.00,7.00,22.00,13.00,16.00,7.00,22.00,15.71,0.26,0.09,2.76,-340.22,41.299,148.686,tx rx 50%,500,56.55,100.000,175.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14,17,8,23,0.00,0.00,0.00,0.00,0.00,0.00,false,23.44,0.09,3.91,2.52,2.07,2.03,1.86,1.73,1.59,1.46,1.37,1.29,1.21,1.13,1.09,0.99,0.93,0.92,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,11,2,0.077,00.000000,00.000000,,0:/DATA/Slb_24All_21feb2026.rpp,1,0,13.29,23.0,13.04,31.8,2/21/2026 8:19:57 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,14.00,17.00,8.00,23.00,14.00,17.00,8.00,23.00,14.19,0.38,0.29,3.16,-209.98,35.752,142.454,tx rx 50%,500,56.55,100.000,222.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15,18,9,24,0.00,0.00,0.00,0.00,0.00,0.00,false,23.53,0.64,4.34,3.00,2.55,2.50,2.29,2.12,1.96,1.85,1.78,1.71,1.57,1.48,1.46,1.39,1.32,1.31,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,7,1,0.050,00.000000,00.000000,,0:/DATA/Slb_24All_21feb2026.rpp,1,0,13.29,23.0,13.03,31.8,2/21/2026 8:20:02 PM,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,10.00,13.00,0.00,23.00,10.00,13.00,0.00,23.00,37.42,0.07,0.08,3.26,-277.17,40.130,145.979,tx rx 50%,500,136.14,86.667,87.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,14,1,24,0.00,0.00,0.00,0.00,0.00,0.00,false,24.74,1.11,4.71,3.23,2.71,2.63,2.38,2.16,1.98,1.83,1.71,1.62,1.53,1.45,1.36,1.26,1.17,1.12,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,10,1,0.068,00.000000,00.000000,,0:/DATA/Slb_24All_21feb2026.rpp,1,0,13.30,23.0,13.04,31.8,2/21/2026 8:20:07 PM,0,1,0,0.0,0.00,0.0
