,El-array,xA (m),xB (m),xM (m),xN (m),Global xA (m),Global xB (m),Global xM (m),Global xN (m),Rho (Ohm.m),Dev. M,Dev. Rho (%),M (mV/V),SP (mV),VMN (mV),IAB (mA),TX RX,Time (ms),Coef. k (m),Dev. coef. k (%),Metal factor,yA (m),yB (m),yM (m),yN (m),Global yA (m),Global yB (m),Global yM (m),Global yN (m),zA (m),zB (m),zM (m),zN (m),Global zA (m),Global zB (m),Global zM (m),Global zN (m),N° electrode A,N° electrode B,N° electrode M,N° electrode N,Depth A (m),Depth B (m),Depth M (m),Depth N (m),Water Depth,Water resitivity,Rising PP,M1 (mV/V),M2 (mV/V),M3 (mV/V),M4 (mV/V),M5 (mV/V),M6 (mV/V),M7 (mV/V),M8 (mV/V),M9 (mV/V),M10 (mV/V),M11 (mV/V),M12 (mV/V),M13 (mV/V),M14 (mV/V),M15 (mV/V),M16 (mV/V),M17 (mV/V),M18 (mV/V),M19 (mV/V),M20 (mV/V),Mdly (ms),TM1 (ms),TM2 (ms),TM3 (ms),TM4 (ms),TM5 (ms),TM6 (ms),TM7 (ms),TM8 (ms),TM9 (ms),TM10 (ms),TM11 (ms),TM12 (ms),TM13 (ms),TM14 (ms),TM15 (ms),TM16 (ms),TM17 (ms),TM18 (ms),TM19 (ms),TM20 (ms),Stack,Rs-Check,Vab (V),Pab (W),Rab (kOhm),Latitude,Longitude,UTM (WSG84),Name,Channel,Overload,Tx-Bat (V),Tx Temp. (°C),Rx-Bat (V),Rx Temp. (°C),Date,Gapfiller,Synch,Continuous survey marker,Cole Tau,Cole M,Cole rms
,Mixed / non conventional,0.00,3.00,1.00,2.00,0.00,3.00,1.00,2.00,18.48,0.08,0.06,4.25,17.64,47.476,16.138,tx rx 50%,500,6.28,400.000,230.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,4,2,3,0.00,0.00,0.00,0.00,0.00,0.00,false,28.35,4.20,6.86,4.96,4.03,3.66,3.24,2.84,2.56,2.36,2.17,2.00,1.85,1.72,1.59,1.48,1.39,1.32,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,5,0,0.328,00.000000,00.000000,,0:/DATA/Slb_64All_june19_2025.rpp,1,0,13.36,26.0,16.48,31.5,2025/06/19 15:17:14,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,1.00,4.00,2.00,3.00,1.00,4.00,2.00,3.00,16.65,6.04,1.13,3.13,123.68,46.594,17.586,tx rx 50%,500,6.28,400.000,188.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,5,3,4,0.00,0.00,0.00,0.00,0.00,0.00,false,27.19,2.97,5.63,3.75,2.83,2.42,1.98,1.68,1.45,1.23,1.04,0.91,0.78,0.65,0.56,0.48,0.42,0.37,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,7,0,0.398,00.000000,00.000000,,0:/DATA/Slb_64All_june19_2025.rpp,1,0,13.35,26.0,16.48,31.5,2025/06/19 15:17:19,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,2.00,5.00,3.00,4.00,2.00,5.00,3.00,4.00,16.72,30.19,3.87,-2.99,-238.09,48.192,18.112,tx rx 50%,500,6.28,400.000,-178.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,6,4,5,0.00,0.00,0.00,0.00,0.00,0.00,false,20.50,-3.63,-0.95,-2.76,-3.61,-3.94,-4.31,-4.60,-4.73,-4.85,-4.96,-5.04,-5.09,-5.14,-5.17,-5.18,-5.17,-5.15,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,6,0,0.327,00.000000,00.000000,,0:/DATA/Slb_64All_june19_2025.rpp,1,0,13.36,26.0,16.48,31.8,2025/06/19 15:17:26,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,3.00,6.00,4.00,5.00,3.00,6.00,4.00,5.00,19.26,5.18,1.03,2.84,75.36,46.561,15.190,tx rx 50%,500,6.28,400.000,147.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,7,5,6,0.00,0.00,0.00,0.00,0.00,0.00,false,27.74,3.01,5.53,3.54,2.57,2.15,1.71,1.33,1.02,0.78,0.62,0.47,0.33,0.21,0.11,0.04,-0.03,-0.10,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,6,0,0.375,00.000000,00.000000,,0:/DATA/Slb_64All_june19_2025.rpp,1,0,13.35,26.0,16.48,31.8,2025/06/19 15:17:33,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,4.00,7.00,5.00,6.00,4.00,7.00,5.00,6.00,11.83,31.01,4.30,-5.63,-73.88,49.645,26.357,tx rx 50%,500,6.28,400.000,-475.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,8,6,7,0.00,0.00,0.00,0.00,0.00,0.00,false,18.40,-6.72,-3.94,-5.80,-6.67,-6.97,-7.22,-7.37,-7.48,-7.56,-7.58,-7.58,-7.58,-7.55,-7.52,-7.48,-7.42,-7.34,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,11,0,0.414,00.000000,00.000000,,0:/DATA/Slb_64All_june19_2025.rpp,1,0,13.35,27.0,16.48,31.9,2025/06/19 15:17:40,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,5.00,8.00,6.00,7.00,5.00,8.00,6.00,7.00,19.95,50.72,6.26,-10.61,-20.52,45.530,14.339,tx rx 50%,500,6.28,400.000,-531.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,9,7,8,0.00,0.00,0.00,0.00,0.00,0.00,false,13.24,-11.38,-8.75,-10.61,-11.46,-11.77,-12.13,-12.37,-12.46,-12.54,-12.61,-12.64,-12.65,-12.64,-12.63,-12.60,-12.53,-12.45,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,5,0,0.380,00.000000,00.000000,,0:/DATA/Slb_64All_june19_2025.rpp,1,0,13.35,27.0,16.48,32.2,2025/06/19 15:17:47,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,6.00,9.00,7.00,8.00,6.00,9.00,7.00,8.00,12.94,10.35,1.72,1.26,-1.69,49.381,23.975,tx rx 50%,500,6.28,400.000,97.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,10,8,9,0.00,0.00,0.00,0.00,0.00,0.00,false,25.53,0.98,3.63,1.72,0.81,0.42,0.02,-0.24,-0.46,-0.65,-0.81,-0.94,-1.05,-1.14,-1.20,-1.26,-1.30,-1.33,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,8,0,0.344,00.000000,00.000000,,0:/DATA/Slb_64All_june19_2025.rpp,1,0,13.35,27.0,16.47,32.2,2025/06/19 15:17:54,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,7.00,10.00,8.00,9.00,7.00,10.00,8.00,9.00,13.71,17.71,2.64,-1.20,-0.97,48.280,22.124,tx rx 50%,500,6.28,400.000,-87.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,11,9,10,0.00,0.00,0.00,0.00,0.00,0.00,false,22.87,-2.13,0.76,-1.14,-2.01,-2.25,-2.55,-2.80,-2.96,-3.07,-3.15,-3.21,-3.25,-3.29,-3.34,-3.37,-3.38,-3.39,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,14,0,0.623,00.000000,00.000000,,0:/DATA/Slb_64All_june19_2025.rpp,1,0,13.35,27.0,16.46,32.2,2025/06/19 15:18:01,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,8.00,11.00,9.00,10.00,8.00,11.00,9.00,10.00,14.30,16.03,2.19,0.33,-140.57,47.456,20.850,tx rx 50%,500,6.28,400.000,22.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,12,10,11,0.00,0.00,0.00,0.00,0.00,0.00,false,22.93,-0.50,2.33,0.61,-0.17,-0.43,-0.79,-1.16,-1.33,-1.41,-1.50,-1.61,-1.71,-1.79,-1.84,-1.90,-1.92,-1.93,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,7,0,0.350,00.000000,00.000000,,0:/DATA/Slb_64All_june19_2025.rpp,1,0,13.35,27.0,16.46,32.5,2025/06/19 15:18:08,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,9.00,12.00,10.00,11.00,9.00,12.00,10.00,11.00,10.90,4.51,0.60,2.13,122.91,48.978,28.221,tx rx 50%,500,6.28,400.000,195.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,13,11,12,0.00,0.00,0.00,0.00,0.00,0.00,false,24.81,0.90,4.07,2.33,1.54,1.32,1.04,0.80,0.63,0.48,0.34,0.23,0.15,0.07,-0.02,-0.09,-0.15,-0.17,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,16,0,0.581,00.000000,00.000000,,0:/DATA/Slb_64All_june19_2025.rpp,1,0,13.36,27.0,16.46,32.5,2025/06/19 15:18:15,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,10.00,13.00,11.00,12.00,10.00,13.00,11.00,12.00,12.28,15.21,1.91,-0.36,-73.99,48.083,24.601,tx rx 50%,500,6.28,400.000,-29.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,14,12,13,0.00,0.00,0.00,0.00,0.00,0.00,false,22.62,-1.72,1.45,-0.29,-1.11,-1.34,-1.57,-1.77,-1.93,-2.06,-2.16,-2.23,-2.26,-2.29,-2.36,-2.44,-2.47,-2.51,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,16,0,0.648,00.000000,00.000000,,0:/DATA/Slb_64All_june19_2025.rpp,1,0,13.35,27.0,16.46,32.5,2025/06/19 15:18:22,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,11.00,14.00,12.00,13.00,11.00,14.00,12.00,13.00,10.67,20.04,2.85,-3.46,-39.58,50.051,29.485,tx rx 50%,500,6.28,400.000,-324.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,15,13,14,0.00,0.00,0.00,0.00,0.00,0.00,false,17.13,-6.04,-2.61,-4.04,-4.59,-4.70,-4.81,-4.87,-4.89,-4.88,-4.88,-4.84,-4.80,-4.78,-4.77,-4.72,-4.66,-4.60,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,10,0,0.351,00.000000,00.000000,,0:/DATA/Slb_64All_june19_2025.rpp,1,0,13.35,27.0,16.46,32.8,2025/06/19 15:18:29,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,12.00,15.00,13.00,14.00,12.00,15.00,13.00,14.00,11.27,10.98,1.46,-0.21,15.39,49.638,27.672,tx rx 50%,500,6.28,400.000,-18.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13,16,14,15,0.00,0.00,0.00,0.00,0.00,0.00,false,21.43,-2.38,1.09,-0.47,-1.07,-1.17,-1.37,-1.52,-1.62,-1.70,-1.77,-1.82,-1.86,-1.87,-1.90,-1.93,-1.94,-1.94,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,17,0,0.609,00.000000,00.000000,,0:/DATA/Slb_64All_june19_2025.rpp,1,0,13.35,27.0,16.46,32.8,2025/06/19 15:18:36,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,13.00,16.00,14.00,15.00,13.00,16.00,14.00,15.00,11.08,10.93,1.48,-0.22,-26.59,49.887,28.279,tx rx 50%,500,6.28,400.000,-19.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14,17,15,16,0.00,0.00,0.00,0.00,0.00,0.00,false,21.24,-2.42,1.05,-0.51,-1.12,-1.20,-1.38,-1.53,-1.63,-1.70,-1.75,-1.80,-1.82,-1.81,-1.85,-1.90,-1.92,-1.92,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,19,1,0.676,00.000000,00.000000,,0:/DATA/Slb_64All_june19_2025.rpp,1,0,13.34,27.0,16.46,32.9,2025/06/19 15:18:43,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,14.00,17.00,15.00,16.00,14.00,17.00,15.00,16.00,11.59,19.20,2.46,-2.06,-74.59,48.525,26.316,tx rx 50%,500,6.28,400.000,-178.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15,18,16,17,0.00,0.00,0.00,0.00,0.00,0.00,false,18.63,-4.28,-0.80,-2.36,-3.02,-3.04,-3.17,-3.30,-3.40,-3.48,-3.54,-3.56,-3.57,-3.60,-3.64,-3.66,-3.67,-3.68,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,14,0,0.517,00.000000,00.000000,,0:/DATA/Slb_64All_june19_2025.rpp,1,0,13.35,27.0,16.46,33.1,2025/06/19 15:18:50,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,15.00,18.00,16.00,17.00,15.00,18.00,16.00,17.00,12.71,9.54,1.43,0.14,-19.94,49.199,24.320,tx rx 50%,500,6.28,400.000,11.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16,19,17,18,0.00,0.00,0.00,0.00,0.00,0.00,false,20.76,-2.22,1.30,-0.10,-0.72,-0.85,-0.96,-1.05,-1.13,-1.20,-1.25,-1.30,-1.35,-1.41,-1.48,-1.52,-1.51,-1.49,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,11,0,0.446,00.000000,00.000000,,0:/DATA/Slb_64All_june19_2025.rpp,1,0,13.35,27.0,16.46,33.1,2025/06/19 15:18:58,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,16.00,19.00,17.00,18.00,16.00,19.00,17.00,18.00,13.10,14.58,1.94,-0.85,5.00,49.181,23.593,tx rx 50%,500,6.28,400.000,-64.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17,20,18,19,0.00,0.00,0.00,0.00,0.00,0.00,false,20.32,-3.00,0.51,-1.07,-1.68,-1.78,-1.98,-2.14,-2.25,-2.33,-2.39,-2.43,-2.45,-2.46,-2.50,-2.54,-2.56,-2.56,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,16,0,0.680,00.000000,00.000000,,0:/DATA/Slb_64All_june19_2025.rpp,1,0,13.35,27.0,16.46,33.1,2025/06/19 15:19:05,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,17.00,20.00,18.00,19.00,17.00,20.00,18.00,19.00,13.27,12.16,1.74,-0.58,-22.21,47.692,22.584,tx rx 50%,500,6.28,400.000,-43.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18,21,19,20,0.00,0.00,0.00,0.00,0.00,0.00,false,20.92,-2.95,0.57,-0.93,-1.54,-1.59,-1.73,-1.86,-1.95,-2.01,-2.07,-2.10,-2.13,-2.18,-2.21,-2.24,-2.24,-2.22,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,12,0,0.542,00.000000,00.000000,,0:/DATA/Slb_64All_june19_2025.rpp,1,0,13.34,28.0,16.46,33.5,2025/06/19 15:19:12,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,18.00,21.00,19.00,20.00,18.00,21.00,19.00,20.00,14.02,18.62,2.74,-2.27,-12.60,47.647,21.354,tx rx 50%,500,6.28,400.000,-161.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19,22,20,21,0.00,0.00,0.00,0.00,0.00,0.00,false,19.01,-4.46,-1.12,-2.61,-3.23,-3.42,-3.57,-3.65,-3.72,-3.78,-3.81,-3.84,-3.84,-3.81,-3.79,-3.77,-3.70,-3.66,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,9,0,0.415,00.000000,00.000000,,0:/DATA/Slb_64All_june19_2025.rpp,1,0,13.35,28.0,16.45,33.5,2025/06/19 15:19:19,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,19.00,22.00,20.00,21.00,19.00,22.00,20.00,21.00,12.07,9.54,1.49,0.38,-4.50,49.927,25.995,tx rx 50%,500,6.28,400.000,31.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,23,21,22,0.00,0.00,0.00,0.00,0.00,0.00,false,22.29,-1.31,1.93,0.34,-0.32,-0.53,-0.80,-0.96,-1.08,-1.18,-1.27,-1.33,-1.39,-1.44,-1.49,-1.54,-1.57,-1.58,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,11,0,0.423,00.000000,00.000000,,0:/DATA/Slb_64All_june19_2025.rpp,1,0,13.34,28.0,16.45,33.5,2025/06/19 15:19:26,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,20.00,23.00,21.00,22.00,20.00,23.00,21.00,22.00,11.13,21.19,2.97,-2.78,-26.82,50.905,28.745,tx rx 50%,500,6.28,400.000,-249.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,24,22,23,0.00,0.00,0.00,0.00,0.00,0.00,false,18.84,-4.81,-1.50,-3.09,-3.79,-3.91,-4.06,-4.20,-4.29,-4.34,-4.36,-4.37,-4.36,-4.36,-4.37,-4.36,-4.34,-4.32,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,14,0,0.476,00.000000,00.000000,,0:/DATA/Slb_64All_june19_2025.rpp,1,0,13.34,28.0,16.44,33.7,2025/06/19 15:19:33,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,21.00,24.00,22.00,23.00,21.00,24.00,22.00,23.00,9.79,10.94,1.53,1.25,-8.34,50.705,32.536,tx rx 50%,500,6.28,400.000,127.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22,25,23,24,0.00,0.00,0.00,0.00,0.00,0.00,false,24.14,0.31,3.37,1.59,0.74,0.46,0.15,-0.11,-0.31,-0.48,-0.62,-0.74,-0.82,-0.89,-0.97,-1.04,-1.12,-1.18,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,14,0,0.429,00.000000,00.000000,,0:/DATA/Slb_64All_june19_2025.rpp,1,0,13.35,28.0,16.44,33.8,2025/06/19 15:19:40,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,22.00,25.00,23.00,24.00,22.00,25.00,23.00,24.00,8.66,31.69,4.01,-4.95,-72.13,52.953,38.432,tx rx 50%,500,6.28,400.000,-571.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23,26,24,25,0.00,0.00,0.00,0.00,0.00,0.00,false,17.24,-6.57,-3.41,-5.13,-5.87,-6.01,-6.23,-6.43,-6.55,-6.63,-6.67,-6.70,-6.69,-6.69,-6.71,-6.70,-6.66,-6.62,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,16,1,0.419,00.000000,00.000000,,0:/DATA/Slb_64All_june19_2025.rpp,1,0,13.34,28.0,16.44,33.8,2025/06/19 15:19:47,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,23.00,26.00,24.00,25.00,23.00,26.00,24.00,25.00,8.54,4.55,0.57,2.88,30.31,51.493,37.873,tx rx 50%,500,6.28,400.000,337.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24,27,25,26,0.00,0.00,0.00,0.00,0.00,0.00,false,25.47,1.95,5.07,3.27,2.49,2.23,1.89,1.60,1.36,1.18,1.03,0.88,0.79,0.72,0.62,0.51,0.42,0.36,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,18,1,0.482,00.000000,00.000000,,0:/DATA/Slb_64All_june19_2025.rpp,1,0,13.34,28.0,16.44,34.1,2025/06/19 15:19:54,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,24.00,27.00,25.00,26.00,24.00,27.00,25.00,26.00,9.15,40.73,5.34,-10.57,-87.80,51.614,35.451,tx rx 50%,500,6.28,400.000,-1155.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25,28,26,27,0.00,0.00,0.00,0.00,0.00,0.00,false,10.06,-13.85,-10.24,-11.68,-12.15,-12.11,-12.17,-12.17,-12.12,-12.05,-11.95,-11.82,-11.67,-11.54,-11.43,-11.27,-11.10,-10.94,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,17,1,0.473,00.000000,00.000000,,0:/DATA/Slb_64All_june19_2025.rpp,1,0,13.34,28.0,16.44,34.1,2025/06/19 15:20:01,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,25.00,28.00,26.00,27.00,25.00,28.00,26.00,27.00,8.80,33.32,4.17,-5.47,-58.36,52.284,37.336,tx rx 50%,500,6.28,400.000,-621.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26,29,27,28,0.00,0.00,0.00,0.00,0.00,0.00,false,15.71,-7.79,-4.33,-5.84,-6.49,-6.60,-6.73,-6.84,-6.92,-6.97,-6.98,-6.98,-6.97,-6.96,-6.96,-6.97,-6.94,-6.90,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,13,0,0.337,00.000000,00.000000,,0:/DATA/Slb_64All_june19_2025.rpp,1,0,13.34,28.0,16.44,34.1,2025/06/19 15:20:08,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,26.00,29.00,27.00,28.00,26.00,29.00,27.00,28.00,8.33,14.22,2.03,-1.00,35.88,52.013,39.214,tx rx 50%,500,6.28,400.000,-119.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27,30,28,29,0.00,0.00,0.00,0.00,0.00,0.00,false,20.01,-3.38,0.16,-1.31,-1.90,-1.98,-2.15,-2.28,-2.37,-2.43,-2.50,-2.52,-2.52,-2.54,-2.56,-2.56,-2.55,-2.54,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,16,1,0.420,00.000000,00.000000,,0:/DATA/Slb_64All_june19_2025.rpp,1,0,13.34,28.0,16.44,34.3,2025/06/19 15:20:15,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,27.00,30.00,28.00,29.00,27.00,30.00,28.00,29.00,6.37,22.60,2.91,-3.35,-75.71,52.801,52.092,tx rx 50%,500,6.28,400.000,-526.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28,31,29,30,0.00,0.00,0.00,0.00,0.00,0.00,false,17.67,-5.92,-2.32,-3.79,-4.31,-4.37,-4.53,-4.65,-4.74,-4.81,-4.84,-4.84,-4.83,-4.84,-4.83,-4.81,-4.79,-4.77,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,16,1,0.312,00.000000,00.000000,,0:/DATA/Slb_64All_june19_2025.rpp,1,0,13.34,28.0,16.44,34.4,2025/06/19 15:20:22,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,28.00,31.00,29.00,30.00,28.00,31.00,29.00,30.00,6.22,18.36,2.59,-1.43,4.15,52.127,52.648,tx rx 50%,500,6.28,400.000,-230.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29,32,30,31,0.00,0.00,0.00,0.00,0.00,0.00,false,20.59,-3.36,0.07,-1.52,-2.21,-2.37,-2.61,-2.80,-2.93,-3.03,-3.10,-3.14,-3.18,-3.21,-3.24,-3.25,-3.26,-3.25,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,13,1,0.254,00.000000,00.000000,,0:/DATA/Slb_64All_june19_2025.rpp,1,0,13.34,29.0,16.44,34.4,2025/06/19 15:20:29,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,29.00,32.00,30.00,31.00,29.00,32.00,30.00,31.00,4.64,10.67,1.40,0.77,56.74,44.636,60.490,tx rx 50%,500,6.28,400.000,166.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30,33,31,32,0.00,0.00,0.00,0.00,0.00,0.00,false,21.82,-1.22,2.26,0.80,0.19,0.04,-0.22,-0.43,-0.55,-0.66,-0.77,-0.87,-0.94,-1.02,-1.08,-1.12,-1.14,-1.17,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,12,1,0.197,00.000000,00.000000,,0:/DATA/Slb_64All_june19_2025.rpp,1,0,13.34,29.0,16.44,34.6,2025/06/19 15:20:36,0,1,0,0.0,0.00,0.0
