,El-array,xA (m),xB (m),xM (m),xN (m),Global xA (m),Global xB (m),Global xM (m),Global xN (m),Rho (Ohm.m),Dev. M,Dev. Rho (%),M (mV/V),SP (mV),VMN (mV),IAB (mA),TX RX,Time (ms),Coef. k (m),Dev. coef. k (%),Metal factor,yA (m),yB (m),yM (m),yN (m),Global yA (m),Global yB (m),Global yM (m),Global yN (m),zA (m),zB (m),zM (m),zN (m),Global zA (m),Global zB (m),Global zM (m),Global zN (m),N° electrode A,N° electrode B,N° electrode M,N° electrode N,Depth A (m),Depth B (m),Depth M (m),Depth N (m),Water Depth,Water resitivity,Rising PP,M1 (mV/V),M2 (mV/V),M3 (mV/V),M4 (mV/V),M5 (mV/V),M6 (mV/V),M7 (mV/V),M8 (mV/V),M9 (mV/V),M10 (mV/V),M11 (mV/V),M12 (mV/V),M13 (mV/V),M14 (mV/V),M15 (mV/V),M16 (mV/V),M17 (mV/V),M18 (mV/V),M19 (mV/V),M20 (mV/V),Mdly (ms),TM1 (ms),TM2 (ms),TM3 (ms),TM4 (ms),TM5 (ms),TM6 (ms),TM7 (ms),TM8 (ms),TM9 (ms),TM10 (ms),TM11 (ms),TM12 (ms),TM13 (ms),TM14 (ms),TM15 (ms),TM16 (ms),TM17 (ms),TM18 (ms),TM19 (ms),TM20 (ms),Stack,Rs-Check,Vab (V),Pab (W),Rab (kOhm),Latitude,Longitude,UTM (WSG84),Name,Channel,Overload,Tx-Bat (V),Tx Temp. (°C),Rx-Bat (V),Rx Temp. (°C),Date,Gapfiller,Synch,Continuous survey marker,Cole Tau,Cole M,Cole rms
,Mixed / non conventional,10.00,13.00,11.00,12.00,10.00,13.00,11.00,12.00,4.44,8.17,1.08,1.21,-7.66,39.369,55.771,tx rx 50%,500,6.28,400.000,273.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,14,12,13,0.00,0.00,0.00,0.00,0.00,0.00,false,19.82,-0.78,2.45,1.22,0.70,0.57,0.38,0.22,0.08,-0.03,-0.13,-0.21,-0.28,-0.36,-0.41,-0.43,-0.45,-0.49,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,3,0,0.049,00.000000,00.000000,,0:/DATA/Slb_24All_june_2025.rpp,1,0,13.30,45.0,16.17,54.1,2025/06/19 17:13:07,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,11.00,14.00,12.00,13.00,11.00,14.00,12.00,13.00,3.56,5.50,1.04,1.96,22.39,43.821,77.348,tx rx 50%,500,6.28,400.000,551.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,15,13,14,0.00,0.00,0.00,0.00,0.00,0.00,false,21.06,0.01,3.33,2.04,1.50,1.36,1.13,0.94,0.79,0.67,0.57,0.49,0.40,0.32,0.26,0.20,0.16,0.11,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,4,0,0.056,00.000000,00.000000,,0:/DATA/Slb_24All_june_2025.rpp,1,0,13.30,45.0,16.17,54.1,2025/06/19 17:13:14,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,12.00,15.00,13.00,14.00,12.00,15.00,13.00,14.00,3.79,2.30,0.25,2.55,-1.06,53.572,88.833,tx rx 50%,500,6.28,400.000,672.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13,16,14,15,0.00,0.00,0.00,0.00,0.00,0.00,false,20.75,0.60,3.84,2.62,2.13,2.02,1.80,1.61,1.47,1.35,1.24,1.15,1.05,0.98,0.92,0.86,0.79,0.72,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,5,0,0.054,00.000000,00.000000,,0:/DATA/Slb_24All_june_2025.rpp,1,0,13.29,45.0,16.17,54.1,2025/06/19 17:13:21,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,13.00,16.00,14.00,15.00,13.00,16.00,14.00,15.00,2.65,6.93,0.96,0.91,-23.07,53.227,126.032,tx rx 50%,500,6.28,400.000,343.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14,17,15,16,0.00,0.00,0.00,0.00,0.00,0.00,false,19.08,-1.77,1.82,0.65,0.24,0.21,0.07,-0.05,-0.14,-0.22,-0.29,-0.35,-0.39,-0.43,-0.47,-0.49,-0.51,-0.54,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,6,1,0.045,00.000000,00.000000,,0:/DATA/Slb_24All_june_2025.rpp,1,0,13.30,45.0,16.17,54.1,2025/06/19 17:13:28,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,14.00,17.00,15.00,16.00,14.00,17.00,15.00,16.00,2.63,9.47,1.18,0.29,13.13,34.425,82.209,tx rx 50%,500,6.28,400.000,111.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15,18,16,17,0.00,0.00,0.00,0.00,0.00,0.00,false,18.42,-2.38,1.18,0.03,-0.40,-0.44,-0.59,-0.71,-0.79,-0.83,-0.88,-0.93,-0.97,-1.01,-1.05,-1.09,-1.13,-1.14,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,4,0,0.047,00.000000,00.000000,,0:/DATA/Slb_24All_june_2025.rpp,1,0,13.30,45.0,16.17,54.1,2025/06/19 17:13:35,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,15.00,18.00,16.00,17.00,15.00,18.00,16.00,17.00,2.60,9.37,0.84,0.41,-24.99,37.075,89.472,tx rx 50%,500,6.28,400.000,159.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16,19,17,18,0.00,0.00,0.00,0.00,0.00,0.00,false,17.02,-2.16,1.17,0.13,-0.21,-0.24,-0.38,-0.48,-0.53,-0.58,-0.67,-0.73,-0.75,-0.79,-0.80,-0.82,-0.84,-0.87,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,4,0,0.041,00.000000,00.000000,,0:/DATA/Slb_24All_june_2025.rpp,1,0,13.29,45.0,16.17,54.1,2025/06/19 17:13:42,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,16.00,19.00,17.00,18.00,16.00,19.00,17.00,18.00,1.83,4.81,0.76,2.42,-7.55,41.196,141.258,tx rx 50%,500,6.28,400.000,1323.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17,20,18,19,0.00,0.00,0.00,0.00,0.00,0.00,false,21.28,0.10,3.68,2.43,1.95,1.86,1.66,1.49,1.33,1.21,1.10,0.99,0.92,0.86,0.79,0.72,0.66,0.62,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,7,1,0.052,00.000000,00.000000,,0:/DATA/Slb_24All_june_2025.rpp,1,0,13.29,46.0,16.17,54.3,2025/06/19 17:13:50,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,17.00,20.00,18.00,19.00,17.00,20.00,18.00,19.00,3.20,12.89,1.33,0.49,-60.19,43.994,86.354,tx rx 50%,500,6.28,400.000,153.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18,21,19,20,0.00,0.00,0.00,0.00,0.00,0.00,false,20.29,-1.78,1.75,0.41,-0.12,-0.22,-0.42,-0.59,-0.72,-0.83,-0.91,-0.98,-1.04,-1.10,-1.17,-1.22,-1.24,-1.27,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,8,1,0.087,00.000000,00.000000,,0:/DATA/Slb_24All_june_2025.rpp,1,0,13.29,46.0,16.17,54.4,2025/06/19 17:13:57,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,18.00,21.00,19.00,20.00,18.00,21.00,19.00,20.00,1.93,8.82,1.14,1.02,-31.04,49.640,161.470,tx rx 50%,500,6.28,400.000,530.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19,22,20,21,0.00,0.00,0.00,0.00,0.00,0.00,false,20.67,-1.83,2.20,0.86,0.38,0.32,0.15,-0.01,-0.13,-0.23,-0.31,-0.38,-0.45,-0.49,-0.52,-0.55,-0.60,-0.63,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,63,10,0.393,00.000000,00.000000,,0:/DATA/Slb_24All_june_2025.rpp,1,0,13.27,46.0,16.17,54.4,2025/06/19 17:14:04,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,19.00,22.00,20.00,21.00,19.00,22.00,20.00,21.00,3.37,0.74,0.33,5.79,-147.96,45.788,85.276,tx rx 50%,500,6.28,400.000,1716.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,23,21,22,0.00,0.00,0.00,0.00,0.00,0.00,false,25.00,4.06,7.90,6.56,6.03,5.83,5.47,5.14,4.82,4.46,4.29,4.16,3.82,3.60,3.49,3.35,3.20,3.04,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,19,2,0.223,00.000000,00.000000,,0:/DATA/Slb_24All_june_2025.rpp,1,0,13.29,46.0,16.17,54.4,2025/06/19 17:14:11,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,20.00,23.00,21.00,22.00,20.00,23.00,21.00,22.00,4.56,6.63,0.93,4.57,69.34,44.026,60.645,tx rx 50%,500,6.28,400.000,1001.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,24,22,23,0.00,0.00,0.00,0.00,0.00,0.00,false,23.45,1.74,5.87,4.63,4.21,4.17,3.96,3.76,3.61,3.42,3.31,3.23,3.05,2.91,2.86,2.78,2.68,2.59,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,19,1,0.321,00.000000,00.000000,,0:/DATA/Slb_24All_june_2025.rpp,1,0,13.29,46.0,16.17,54.4,2025/06/19 17:14:16,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,0.00,5.00,2.00,3.00,0.00,5.00,2.00,3.00,5.81,0.01,0.01,3.80,-13.36,49.501,160.642,tx rx 50%,500,18.85,300.000,654.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,6,3,4,0.00,0.00,0.00,0.00,0.00,0.00,false,26.80,2.00,5.61,4.05,3.34,3.14,2.83,2.54,2.33,2.18,2.13,2.09,1.90,1.70,1.56,1.47,1.40,1.34,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,46,7,0.288,00.000000,00.000000,,0:/DATA/Slb_24All_june_2025.rpp,1,0,13.28,46.0,16.17,54.4,2025/06/19 17:14:23,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,0.00,5.00,1.00,4.00,0.00,5.00,1.00,4.00,7.30,0.01,0.01,3.59,64.57,279.994,160.642,tx rx 50%,500,4.19,266.667,492.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,6,2,5,0.00,0.00,0.00,0.00,0.00,0.00,false,26.35,2.02,5.48,3.85,3.14,2.92,2.61,2.36,2.16,1.99,1.84,1.71,1.60,1.50,1.41,1.33,1.25,1.19,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,46,7,0.288,00.000000,00.000000,,0:/DATA/Slb_24All_june_2025.rpp,3,0,13.28,46.0,16.17,54.4,2025/06/19 17:14:23,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,1.00,6.00,3.00,4.00,1.00,6.00,3.00,4.00,3.22,0.02,0.01,2.82,45.77,49.528,290.282,tx rx 50%,500,18.85,300.000,878.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,7,4,5,0.00,0.00,0.00,0.00,0.00,0.00,false,23.31,0.02,4.02,2.70,2.21,2.14,1.95,1.78,1.64,1.53,1.42,1.34,1.27,1.20,1.15,1.10,1.05,1.00,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,48,14,0.167,00.000000,00.000000,,0:/DATA/Slb_24All_june_2025.rpp,1,0,13.26,46.0,16.17,54.4,2025/06/19 17:14:28,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,1.00,6.00,2.00,5.00,1.00,6.00,2.00,5.00,5.00,1.66,0.18,3.60,-65.76,346.560,290.282,tx rx 50%,500,4.19,266.667,720.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,7,3,6,0.00,0.00,0.00,0.00,0.00,0.00,false,26.71,2.29,5.68,3.98,3.22,2.96,2.63,2.34,2.12,1.93,1.77,1.63,1.50,1.39,1.29,1.20,1.12,1.05,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,48,14,0.167,00.000000,00.000000,,0:/DATA/Slb_24All_june_2025.rpp,3,0,13.26,46.0,16.17,54.4,2025/06/19 17:14:28,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,2.00,7.00,4.00,5.00,2.00,7.00,4.00,5.00,4.00,1.72,0.20,2.30,-74.78,48.826,230.170,tx rx 50%,500,18.85,300.000,575.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,8,5,6,0.00,0.00,0.00,0.00,0.00,0.00,false,23.51,-0.32,3.57,2.19,1.64,1.54,1.35,1.19,1.05,0.93,0.84,0.75,0.67,0.61,0.55,0.49,0.45,0.41,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,3,0.000,35,8,0.150,00.000000,00.000000,,0:/DATA/Slb_24All_june_2025.rpp,1,0,13.27,46.0,16.17,54.4,2025/06/19 17:14:33,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,2.00,7.00,3.00,6.00,2.00,7.00,3.00,6.00,3.59,0.75,0.06,3.32,-37.05,197.444,230.170,tx rx 50%,500,4.19,266.667,925.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,8,4,7,0.00,0.00,0.00,0.00,0.00,0.00,false,25.06,1.31,5.02,3.51,2.87,2.70,2.43,2.20,2.02,1.86,1.72,1.59,1.48,1.38,1.29,1.21,1.13,1.07,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,3,0.000,35,8,0.150,00.000000,00.000000,,0:/DATA/Slb_24All_june_2025.rpp,3,0,13.27,46.0,16.17,54.4,2025/06/19 17:14:33,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,3.00,8.00,5.00,6.00,3.00,8.00,5.00,6.00,4.68,0.20,0.02,3.36,-7.10,48.674,196.184,tx rx 50%,500,18.85,300.000,718.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,9,6,7,0.00,0.00,0.00,0.00,0.00,0.00,false,25.23,1.20,4.96,3.48,2.83,2.68,2.43,2.22,2.05,1.90,1.77,1.66,1.56,1.46,1.37,1.29,1.22,1.16,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,3,0.000,34,7,0.175,00.000000,00.000000,,0:/DATA/Slb_24All_june_2025.rpp,1,0,13.27,46.0,16.17,54.4,2025/06/19 17:14:39,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,3.00,8.00,4.00,7.00,3.00,8.00,4.00,7.00,3.90,1.83,0.19,3.77,73.94,182.784,196.184,tx rx 50%,500,4.19,266.667,966.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,9,5,8,0.00,0.00,0.00,0.00,0.00,0.00,false,25.22,1.40,5.22,3.79,3.21,3.09,2.86,2.66,2.51,2.37,2.25,2.14,2.05,1.97,1.89,1.82,1.76,1.71,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,3,0.000,34,7,0.175,00.000000,00.000000,,0:/DATA/Slb_24All_june_2025.rpp,3,0,13.27,46.0,16.17,54.4,2025/06/19 17:14:39,0,1,0,0.0,0.00,0.0
