,El-array,xA (m),xB (m),xM (m),xN (m),Global xA (m),Global xB (m),Global xM (m),Global xN (m),Rho (Ohm.m),Dev. M,Dev. Rho (%),M (mV/V),SP (mV),VMN (mV),IAB (mA),TX RX,Time (ms),Coef. k (m),Dev. coef. k (%),Metal factor,yA (m),yB (m),yM (m),yN (m),Global yA (m),Global yB (m),Global yM (m),Global yN (m),zA (m),zB (m),zM (m),zN (m),Global zA (m),Global zB (m),Global zM (m),Global zN (m),N° electrode A,N° electrode B,N° electrode M,N° electrode N,Depth A (m),Depth B (m),Depth M (m),Depth N (m),Water Depth,Water resitivity,Rising PP,M1 (mV/V),M2 (mV/V),M3 (mV/V),M4 (mV/V),M5 (mV/V),M6 (mV/V),M7 (mV/V),M8 (mV/V),M9 (mV/V),M10 (mV/V),M11 (mV/V),M12 (mV/V),M13 (mV/V),M14 (mV/V),M15 (mV/V),M16 (mV/V),M17 (mV/V),M18 (mV/V),M19 (mV/V),M20 (mV/V),Mdly (ms),TM1 (ms),TM2 (ms),TM3 (ms),TM4 (ms),TM5 (ms),TM6 (ms),TM7 (ms),TM8 (ms),TM9 (ms),TM10 (ms),TM11 (ms),TM12 (ms),TM13 (ms),TM14 (ms),TM15 (ms),TM16 (ms),TM17 (ms),TM18 (ms),TM19 (ms),TM20 (ms),Stack,Rs-Check,Vab (V),Pab (W),Rab (kOhm),Latitude,Longitude,UTM (WSG84),Name,Channel,Overload,Tx-Bat (V),Tx Temp. (°C),Rx-Bat (V),Rx Temp. (°C),Date,Gapfiller,Synch,Continuous survey marker,Cole Tau,Cole M,Cole rms
,Mixed / non conventional,10.00,13.00,11.00,12.00,10.00,13.00,11.00,12.00,4.60,19.26,2.97,-1.86,-24.87,27.236,37.163,tx rx 50%,500,6.28,400.000,-403.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,14,12,13,0.00,0.00,0.00,0.00,0.00,0.00,false,17.15,-4.25,-0.85,-2.12,-2.62,-2.70,-2.87,-2.99,-3.07,-3.13,-3.18,-3.21,-3.23,-3.24,-3.26,-3.28,-3.30,-3.29,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,3,0,0.081,00.000000,00.000000,,0:/DATA/Slb_24All_sep.rpp,1,0,13.30,42.0,16.16,49.6,2025/09/13 18:43:16,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,11.00,14.00,12.00,13.00,11.00,14.00,12.00,13.00,3.37,2.77,0.43,2.36,52.04,43.100,80.404,tx rx 50%,500,6.28,400.000,699.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,15,13,14,0.00,0.00,0.00,0.00,0.00,0.00,false,22.21,0.18,3.70,2.37,1.83,1.72,1.50,1.31,1.17,1.04,0.92,0.82,0.75,0.69,0.62,0.57,0.52,0.47,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,6,0,0.070,00.000000,00.000000,,0:/DATA/Slb_24All_sep.rpp,1,0,13.30,42.0,16.15,49.6,2025/09/13 18:43:23,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,12.00,15.00,13.00,14.00,12.00,15.00,13.00,14.00,4.07,5.01,1.58,4.90,4.53,33.258,51.403,tx rx 50%,500,6.28,400.000,1205.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13,16,14,15,0.00,0.00,0.00,0.00,0.00,0.00,false,23.03,3.52,6.60,5.33,4.78,4.61,4.35,4.09,3.86,3.68,3.54,3.38,3.22,3.08,2.95,2.84,2.74,2.63,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,3,0,0.054,00.000000,00.000000,,0:/DATA/Slb_24All_sep.rpp,1,0,13.30,42.0,16.15,49.6,2025/09/13 18:43:30,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,13.00,16.00,14.00,15.00,13.00,16.00,14.00,15.00,2.73,3.84,0.69,1.64,33.38,47.403,109.210,tx rx 50%,500,6.28,400.000,601.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14,17,15,16,0.00,0.00,0.00,0.00,0.00,0.00,false,21.36,-1.36,2.59,1.35,0.92,0.89,0.73,0.61,0.53,0.44,0.37,0.31,0.24,0.19,0.14,0.11,0.08,0.04,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,7,1,0.060,00.000000,00.000000,,0:/DATA/Slb_24All_sep.rpp,1,0,13.30,42.0,16.15,49.6,2025/09/13 18:43:37,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,14.00,17.00,15.00,16.00,14.00,17.00,15.00,16.00,2.77,4.14,0.57,2.84,-74.70,43.577,98.844,tx rx 50%,500,6.28,400.000,1024.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15,18,16,17,0.00,0.00,0.00,0.00,0.00,0.00,false,24.23,0.54,4.39,2.95,2.35,2.23,2.00,1.78,1.59,1.42,1.28,1.16,1.05,0.97,0.91,0.82,0.74,0.67,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,6,1,0.064,00.000000,00.000000,,0:/DATA/Slb_24All_sep.rpp,1,0,13.30,42.0,16.15,49.6,2025/09/13 18:43:44,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,15.00,18.00,16.00,17.00,15.00,18.00,16.00,17.00,2.72,6.89,1.25,3.60,46.60,37.694,87.092,tx rx 50%,500,6.28,400.000,1325.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16,19,17,18,0.00,0.00,0.00,0.00,0.00,0.00,false,21.94,0.60,4.49,3.38,3.01,3.04,2.92,2.77,2.65,2.57,2.47,2.37,2.28,2.22,2.14,2.06,2.02,1.97,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,5,0,0.054,00.000000,00.000000,,0:/DATA/Slb_24All_sep.rpp,1,0,13.30,42.0,16.15,49.6,2025/09/13 18:43:51,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,16.00,19.00,17.00,18.00,16.00,19.00,17.00,18.00,2.27,6.90,0.89,1.48,-31.11,39.817,110.247,tx rx 50%,500,6.28,400.000,653.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17,20,18,19,0.00,0.00,0.00,0.00,0.00,0.00,false,21.51,-1.36,2.55,1.27,0.82,0.77,0.60,0.46,0.35,0.24,0.15,0.08,0.00,-0.07,-0.12,-0.16,-0.20,-0.23,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,9,1,0.079,00.000000,00.000000,,0:/DATA/Slb_24All_sep.rpp,1,0,13.29,42.0,16.15,49.6,2025/09/13 18:43:58,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,17.00,20.00,18.00,19.00,17.00,20.00,18.00,19.00,3.06,4.08,0.43,3.02,-40.37,45.026,92.341,tx rx 50%,500,6.28,400.000,985.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18,21,19,20,0.00,0.00,0.00,0.00,0.00,0.00,false,24.12,0.66,4.54,3.15,2.57,2.42,2.17,1.97,1.80,1.65,1.53,1.41,1.29,1.18,1.08,1.01,0.93,0.85,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,19,2,0.201,00.000000,00.000000,,0:/DATA/Slb_24All_sep.rpp,1,0,13.30,42.0,16.15,49.6,2025/09/13 18:44:05,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,18.00,21.00,19.00,20.00,18.00,21.00,19.00,20.00,2.54,1.26,0.37,3.86,-39.40,46.232,114.302,tx rx 50%,500,6.28,400.000,1516.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19,22,20,21,0.00,0.00,0.00,0.00,0.00,0.00,false,20.49,0.76,5.02,3.89,3.49,3.47,3.37,3.24,3.10,2.97,2.84,2.70,2.58,2.48,2.38,2.29,2.21,2.13,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,59,7,0.517,00.000000,00.000000,,0:/DATA/Slb_24All_sep.rpp,1,0,13.29,42.0,16.15,49.6,2025/09/13 18:44:12,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,19.00,22.00,20.00,21.00,19.00,22.00,20.00,21.00,4.09,3.67,0.38,3.47,-119.84,43.394,66.721,tx rx 50%,500,6.28,400.000,847.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,23,21,22,0.00,0.00,0.00,0.00,0.00,0.00,false,22.62,0.92,4.88,3.58,2.99,2.91,2.84,2.70,2.54,2.29,2.07,2.02,1.95,1.85,1.73,1.60,1.49,1.40,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,12,1,0.182,00.000000,00.000000,,0:/DATA/Slb_24All_sep.rpp,1,0,13.30,42.0,16.15,49.6,2025/09/13 18:44:17,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,20.00,23.00,21.00,22.00,20.00,23.00,21.00,22.00,4.00,3.65,0.64,2.53,154.48,45.586,71.663,tx rx 50%,500,6.28,400.000,633.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,24,22,23,0.00,0.00,0.00,0.00,0.00,0.00,false,20.17,-1.07,3.24,2.16,1.90,1.96,1.83,1.72,1.64,1.61,1.55,1.43,1.36,1.31,1.26,1.22,1.18,1.12,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,22,2,0.306,00.000000,00.000000,,0:/DATA/Slb_24All_sep.rpp,1,0,13.29,43.0,16.15,49.6,2025/09/13 18:44:24,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,0.00,5.00,2.00,3.00,0.00,5.00,2.00,3.00,6.33,0.00,0.04,-4.25,-23.66,50.034,148.910,tx rx 50%,500,18.85,300.000,-670.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,6,3,4,0.00,0.00,0.00,0.00,0.00,0.00,false,-2.65,-22.17,-11.87,-9.62,-7.60,-5.69,-4.40,-3.41,-2.61,-1.99,-1.49,-1.10,-0.80,-0.56,-0.35,-0.18,-0.05,0.07,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,194,29,1.306,00.000000,00.000000,,0:/DATA/Slb_24All_sep.rpp,1,0,13.21,43.0,16.15,49.6,2025/09/13 18:44:31,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,0.00,5.00,1.00,4.00,0.00,5.00,1.00,4.00,11.88,0.00,0.03,-2.13,36.72,422.157,148.910,tx rx 50%,500,4.19,266.667,-179.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,6,2,5,0.00,0.00,0.00,0.00,0.00,0.00,false,-12.52,-9.13,-3.08,-3.09,-2.25,-1.57,-1.23,-0.98,-0.79,-0.65,-0.55,-0.48,-0.43,-0.39,-0.35,-0.33,-0.31,-0.29,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,2,0.000,194,29,1.306,00.000000,00.000000,,0:/DATA/Slb_24All_sep.rpp,3,0,13.21,43.0,16.15,49.6,2025/09/13 18:44:31,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,1.00,6.00,3.00,4.00,1.00,6.00,3.00,4.00,3.23,3.64,1.09,-42.17,94.22,20.310,118.464,tx rx 50%,500,18.85,300.000,-13050.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,7,4,5,0.00,0.00,0.00,0.00,0.00,0.00,false,-237.06,-122.74,-87.15,-68.12,-52.23,-40.93,-32.52,-25.94,-20.77,-16.64,-13.33,-10.71,-8.61,-6.87,-5.41,-4.23,-3.31,-2.55,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,801,95,6.764,00.000000,00.000000,,0:/DATA/Slb_24All_sep.rpp,1,0,12.77,43.0,16.15,49.6,2025/09/13 18:44:36,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,1.00,6.00,2.00,5.00,1.00,6.00,2.00,5.00,6.20,2.28,2.10,-24.78,26.01,175.362,118.464,tx rx 50%,500,4.19,266.667,-3996.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,7,3,6,0.00,0.00,0.00,0.00,0.00,0.00,false,-180.96,-71.54,-42.65,-32.06,-23.25,-17.68,-14.00,-11.29,-9.28,-7.77,-6.61,-5.70,-4.99,-4.43,-3.97,-3.59,-3.27,-3.01,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,801,95,6.764,00.000000,00.000000,,0:/DATA/Slb_24All_sep.rpp,3,0,12.77,43.0,16.15,49.6,2025/09/13 18:44:36,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,2.00,7.00,4.00,5.00,2.00,7.00,4.00,5.00,4.38,0.64,0.39,3.11,-23.10,85.252,367.202,tx rx 50%,500,18.85,300.000,710.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,8,5,6,0.00,0.00,0.00,0.00,0.00,0.00,false,24.91,0.39,4.39,3.01,2.46,2.37,2.17,1.99,1.85,1.73,1.62,1.52,1.43,1.35,1.28,1.23,1.17,1.11,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,407,149,1.108,00.000000,00.000000,,0:/DATA/Slb_24All_sep.rpp,1,0,12.83,43.0,16.15,49.6,2025/09/13 18:44:43,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,2.00,7.00,3.00,6.00,2.00,7.00,3.00,6.00,3.76,3.18,1.69,2.14,153.77,329.760,367.202,tx rx 50%,500,4.19,266.667,569.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,8,4,7,0.00,0.00,0.00,0.00,0.00,0.00,false,1.49,-1.01,3.40,2.45,2.57,2.73,2.68,2.61,2.54,2.46,2.37,2.28,2.20,2.11,2.03,1.96,1.89,1.82,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,407,149,1.108,00.000000,00.000000,,0:/DATA/Slb_24All_sep.rpp,3,0,12.83,43.0,16.15,49.6,2025/09/13 18:44:43,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,3.00,8.00,5.00,6.00,3.00,8.00,5.00,6.00,4.90,1.23,0.48,4.66,49.70,55.524,213.478,tx rx 50%,500,18.85,300.000,951.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,9,6,7,0.00,0.00,0.00,0.00,0.00,0.00,false,29.55,3.44,6.85,5.13,4.31,4.02,3.66,3.34,3.09,2.88,2.70,2.52,2.37,2.23,2.12,2.01,1.91,1.82,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,229,49,1.072,00.000000,00.000000,,0:/DATA/Slb_24All_sep.rpp,1,0,13.13,43.0,16.15,49.6,2025/09/13 18:44:51,0,1,0,0.0,0.00,0.0
,Mixed / non conventional,3.00,8.00,4.00,7.00,3.00,8.00,4.00,7.00,4.41,4.60,1.49,5.10,11.62,224.576,213.478,tx rx 50%,500,4.19,266.667,1158.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,9,5,8,0.00,0.00,0.00,0.00,0.00,0.00,false,26.79,3.17,6.96,5.45,4.81,4.62,4.32,4.06,3.86,3.66,3.49,3.33,3.19,3.06,2.93,2.82,2.71,2.61,0.00,0.00,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,4,0.000,229,49,1.072,00.000000,00.000000,,0:/DATA/Slb_24All_sep.rpp,3,0,13.13,43.0,16.15,49.6,2025/09/13 18:44:51,0,1,0,0.0,0.00,0.0
